,clust,Customer ID,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
4279,1,147,1,0,1,4,72,0,1,30.0,1,1,1,19,1,1,1,1,1,1,1,1,2,0,0,92.65,6733.0,0.0,0,2160.0,8893.0
4280,2,5172,1,0,0,0,62,0,0,0.0,0,1,1,51,1,1,1,1,0,0,0,1,2,1,0,43.7,2618.3,0.0,0,0.0,2618.3
4281,0,3238,1,0,1,2,32,0,1,35.39,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,18.95,613.95,0.0,0,1132.48,1746.43
4282,0,1264,1,0,0,0,21,4,1,32.89,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,20.5,402.85,0.0,0,690.69,1093.54
4283,0,3242,1,0,1,9,62,0,1,47.96,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,19.95,1244.8,0.0,0,2973.52,4218.32
4284,2,2965,1,0,0,0,2,5,0,0.0,0,1,1,5,0,0,0,0,0,0,0,1,0,0,0,24.5,46.4,0.0,0,0.0,46.4
4285,0,6611,1,0,0,0,27,0,1,8.55,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,20.6,581.85,0.0,0,230.85000000000002,812.7
4286,1,4542,1,0,0,0,25,0,0,0.0,0,1,1,9,1,1,1,0,1,1,1,1,1,0,0,61.05,1540.2,0.0,0,0.0,1540.2
4287,1,800,1,0,0,0,49,0,1,22.52,1,1,2,25,0,1,0,1,1,1,1,0,1,1,0,106.65,5168.1,0.0,130,1103.48,6401.58
4288,1,763,1,0,0,0,63,0,1,5.17,1,1,2,16,1,1,1,0,1,1,1,1,0,0,1,108.25,6780.1,0.0,0,325.71,7105.81
4289,0,6997,1,0,0,0,4,5,1,30.79,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,20.4,94.5,0.0,0,123.16,217.66
4290,2,2455,1,0,1,8,1,0,1,36.69,0,1,1,82,0,0,0,0,1,0,0,1,0,1,1,55.3,55.3,0.0,0,36.69,91.99
4291,0,1630,1,0,0,0,11,4,1,28.62,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,20.25,208.0,0.0,0,314.82,522.8199999999999
4292,1,3582,1,0,0,0,64,0,1,25.95,1,1,2,23,0,0,1,1,1,1,1,1,1,1,1,104.65,6889.8,0.0,0,1660.8,8550.6
4293,1,1614,1,0,1,10,43,0,1,29.98,0,1,0,59,1,0,1,0,1,1,1,1,2,0,0,75.2,3254.35,0.0,0,1289.14,4543.49
4294,1,3108,1,0,1,5,61,0,1,36.13,1,1,2,23,0,0,0,1,1,1,1,1,1,0,0,101.15,6383.9,0.0,0,2203.9300000000003,8587.83
4295,1,2774,1,0,0,0,66,0,1,20.52,1,1,0,10,1,1,1,1,0,0,0,1,2,0,0,68.75,4447.55,0.0,0,1354.32,5801.87
4296,1,1595,1,0,1,8,67,0,1,46.89,0,1,2,29,1,1,1,1,1,1,1,1,2,1,0,111.05,7321.05,0.0,0,3141.63,10462.68
4297,1,552,1,0,1,9,42,0,1,1.31,0,1,2,17,0,0,1,1,1,1,1,1,2,1,1,99.0,4135.0,0.0,0,55.02,4190.02
4298,0,3896,1,0,1,3,31,3,1,9.8,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,21.0,697.7,0.0,0,303.8,1001.5
4299,0,5897,1,0,0,0,7,0,1,9.19,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,19.4,168.65,0.0,0,64.33,232.98000000000002
4300,1,6415,1,0,0,0,34,3,1,5.39,1,1,0,52,0,0,1,0,1,1,1,1,1,0,0,77.2,2753.8,0.0,0,183.26,2937.0600000000004
4301,0,810,1,0,0,0,3,0,1,2.78,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,19.45,69.25,0.0,0,8.34,77.59
4302,2,5616,1,0,1,4,19,4,0,0.0,0,1,0,85,0,0,0,0,0,0,0,1,0,1,1,24.85,434.8,0.0,0,0.0,434.8
4303,2,4505,1,0,0,0,3,0,0,0.0,0,1,0,25,1,0,1,1,0,0,0,1,0,0,1,41.35,107.25,0.0,0,0.0,107.25
4304,0,3887,1,0,1,3,46,0,1,16.07,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19.6,851.2,0.0,0,739.22,1590.42
4305,1,113,1,0,1,7,69,0,1,38.92,1,1,2,16,1,0,1,0,0,0,0,0,1,0,0,84.45,5848.6,0.0,40,2685.48,8574.08
4306,0,1674,1,0,0,0,5,0,1,7.83,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,20.25,109.8,0.0,0,39.15,148.95
4307,0,817,1,0,0,0,1,0,1,27.88,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19.65,19.65,0.0,0,27.88,47.53
4308,0,6713,1,0,0,0,26,3,1,31.53,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,20.65,595.5,0.0,0,819.78,1415.28
4309,1,6309,1,0,0,0,25,3,1,4.94,0,1,2,51,0,0,1,1,1,1,1,1,2,0,0,99.3,2513.5,0.0,0,123.50000000000001,2637.0
4310,2,1539,1,0,1,4,64,0,1,49.49,0,1,2,12,1,1,0,0,0,0,0,1,0,0,0,81.05,5135.35,0.0,0,3167.36,8302.710000000001
4311,1,1222,1,0,1,4,30,3,1,48.04,1,1,0,19,1,1,1,1,0,0,0,1,0,0,0,67.6,2000.2,0.0,0,1441.2,3441.4
4312,2,6692,1,0,0,0,13,4,1,39.17,0,1,2,10,0,0,0,0,0,0,0,0,0,1,0,70.15,931.75,0.0,150,509.21000000000004,1590.96
4313,1,849,1,0,1,1,64,0,1,46.44,1,1,2,29,1,1,1,1,1,1,1,1,1,1,0,115.0,7396.15,0.0,0,2972.16,10368.31
4314,2,2499,1,0,0,0,46,0,1,4.08,1,1,2,59,0,0,1,1,0,0,0,1,0,1,0,84.8,3958.85,0.0,0,187.68,4146.53
4315,0,985,1,0,0,0,12,4,1,36.65,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,19.7,260.9,0.0,0,439.79999999999995,700.6999999999999
4316,2,4516,1,0,1,3,13,0,1,39.2,0,1,0,25,1,0,1,0,0,1,1,1,0,1,1,63.15,816.8,0.0,0,509.6,1326.4
4317,1,2425,1,0,1,5,67,0,1,43.01,1,1,0,16,1,1,0,1,1,0,0,1,2,0,1,74.0,4868.4,0.0,0,2881.67,7750.07
4318,2,1902,1,0,1,4,24,3,0,0.0,0,1,1,51,0,0,1,0,0,0,0,1,0,0,0,29.1,688.0,0.0,0,0.0,688.0
4319,2,6598,1,0,0,0,6,5,1,23.01,0,1,1,13,0,0,0,1,0,0,0,0,0,0,1,50.05,288.35,0.0,40,138.06,466.41
4320,0,3431,1,0,0,0,10,0,1,39.39,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20.0,185.4,0.0,0,393.9,579.3
4321,2,4678,1,0,0,0,13,0,1,42.62,0,1,2,15,0,1,0,0,0,0,0,1,1,1,1,74.65,966.25,0.0,0,554.06,1520.31
4322,1,5010,1,0,1,6,38,3,1,17.52,1,1,1,59,1,0,1,1,1,1,1,1,2,1,0,85.4,3297.0,0.0,0,665.76,3962.76
4323,1,3341,1,0,1,9,43,0,1,49.48,1,1,2,11,1,1,0,0,0,1,1,1,0,1,0,94.1,4107.3,0.0,0,2127.64,6234.9400000000005
4324,1,2826,1,0,0,0,25,3,1,32.33,1,1,2,51,0,1,1,1,1,1,1,1,2,0,0,108.9,2809.05,0.0,0,808.25,3617.3
4325,2,4668,1,0,0,0,27,3,1,2.63,0,1,1,59,1,1,0,0,0,0,0,0,1,0,1,56.2,1567.55,0.0,30,71.00999999999999,1668.56
4326,0,6935,1,0,1,2,72,0,1,33.92,1,0,3,0,0,0,0,0,0,0,0,0,2,0,1,26.1,1851.45,0.0,0,2442.2400000000002,4293.6900000000005
4327,2,1915,1,0,0,0,71,0,1,31.89,1,1,2,30,1,1,0,0,0,0,0,1,1,1,1,85.45,6028.95,0.0,0,2264.19,8293.14
4328,2,394,1,0,0,0,24,3,1,44.09,1,1,2,9,0,0,1,0,1,0,0,1,0,1,1,88.95,2072.75,0.0,0,1058.16,3130.91
4329,1,691,1,0,0,0,57,0,1,24.67,0,1,1,42,1,0,1,0,1,1,1,1,2,1,0,74.35,4317.35,0.0,0,1406.19,5723.540000000001
4330,2,6471,1,0,0,0,15,0,1,31.68,0,1,0,23,0,1,0,0,0,0,0,1,0,0,0,48.85,736.8,0.0,0,475.2,1212.0
4331,2,2745,1,0,0,0,4,5,1,44.16,1,1,2,82,1,0,0,0,0,0,0,1,0,1,0,80.1,336.15,0.0,0,176.64,512.79
4332,2,3806,1,0,0,0,28,3,1,44.11,0,1,0,15,1,1,0,0,0,0,0,0,0,0,0,56.05,1522.65,0.0,110,1235.08,2867.73
4333,2,36,1,0,1,2,55,2,1,5.08,1,1,2,9,1,0,0,0,1,0,0,1,0,1,0,89.8,4959.6,0.0,0,279.4,5239.0
4334,0,4983,1,0,0,0,55,2,1,39.29,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,19.1,1001.5,0.0,0,2160.95,3162.45
4335,0,353,1,0,1,9,20,0,1,42.46,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,20.35,442.6,0.0,0,849.2,1291.8000000000002
4336,1,688,1,0,1,8,62,2,1,15.05,1,1,2,23,0,1,0,1,1,1,1,1,1,1,1,106.05,6703.5,0.0,0,933.1,7636.6
4337,0,1335,1,0,0,0,43,2,1,6.71,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,19.65,779.25,0.0,0,288.53,1067.78
4338,1,6595,1,0,1,7,60,2,1,41.4,0,1,0,21,1,1,0,1,0,0,0,1,2,0,0,59.85,3483.45,0.0,0,2484.0,5967.45
4339,1,2284,1,0,1,3,58,2,1,22.14,1,1,1,2,1,1,1,0,1,1,1,0,2,1,0,86.1,4890.5,0.0,110,1284.1200000000001,6284.62
4340,0,685,1,0,0,0,7,0,1,49.16,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,19.45,136.75,0.0,0,344.12,480.87
4341,2,4714,1,0,1,10,2,5,1,39.35,0,1,2,24,1,0,0,0,1,1,1,1,0,0,0,97.1,184.15,0.0,0,78.7,262.85
4342,0,4106,1,0,1,6,39,3,1,15.91,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,19.75,757.95,0.0,0,620.49,1378.44
4343,0,4601,1,0,0,0,68,0,1,5.84,1,0,3,0,0,0,0,0,0,0,0,0,2,0,1,24.55,1657.4,0.0,0,397.12,2054.52
4344,1,5387,1,0,1,6,62,2,0,0.0,0,1,0,26,1,1,0,1,1,0,0,0,2,0,0,48.7,3008.55,0.0,120,0.0,3128.55
4345,1,365,1,0,1,9,72,0,1,44.2,1,1,2,2,1,1,1,0,1,1,1,1,2,1,0,109.55,8165.1,0.0,0,3182.4,11347.5
4346,0,639,1,0,1,9,41,2,1,8.44,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,20.65,875.55,0.0,0,346.03999999999996,1221.59
4347,2,1082,1,0,0,0,4,5,1,7.49,0,1,0,17,1,1,0,0,0,0,0,1,0,0,0,55.2,220.65,0.0,0,29.96,250.61
4348,0,2274,1,0,0,0,53,2,1,39.37,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,24.05,1301.9,0.0,0,2086.6099999999997,3388.5099999999998
4349,0,3446,1,0,1,10,39,3,1,36.39,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,20.45,790.0,0.0,0,1419.21,2209.21
4350,0,6258,1,0,1,9,63,2,1,17.38,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,19.25,1237.65,0.0,0,1094.9399999999998,2332.59
4351,0,5401,1,0,0,0,15,0,1,7.96,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,26.35,378.6,0.0,0,119.4,498.0
4352,2,2539,1,0,1,1,13,0,1,29.49,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,43.8,592.65,0.0,0,383.37,976.02
4353,2,1247,1,0,0,0,1,5,1,20.3,0,1,1,16,0,1,0,0,0,0,0,1,0,1,1,50.15,50.15,0.0,0,20.3,70.45
4354,0,6039,1,0,0,0,1,5,1,43.82,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,20.45,20.45,0.0,0,43.82,64.27
4355,2,1157,1,0,0,0,60,2,1,30.92,0,1,1,26,1,1,1,0,0,0,0,1,2,0,0,61.4,3638.25,0.0,0,1855.2,5493.45
4356,2,433,1,0,0,0,40,2,1,23.74,1,1,1,22,0,1,0,1,1,0,0,1,1,0,1,70.75,2921.75,0.0,0,949.5999999999999,3871.35
4357,2,4251,1,0,0,0,66,0,1,21.37,0,1,1,30,1,1,1,0,0,0,0,1,2,1,0,61.15,4017.45,0.0,0,1410.42,5427.87
4358,0,3147,1,0,1,4,42,2,1,9.33,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,20.25,854.9,0.0,0,391.86,1246.76
4359,1,4966,1,0,0,0,49,2,1,45.46,1,1,2,27,0,1,0,0,1,1,1,1,0,0,0,98.7,4920.55,0.0,0,2227.54,7148.09
4360,0,2166,1,0,0,0,41,2,1,10.09,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,20.0,810.3,0.0,0,413.69,1223.99
4361,0,3886,1,0,1,1,41,2,1,21.28,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,19.3,772.4,0.0,0,872.48,1644.88
4362,2,5189,1,0,1,5,23,0,1,27.24,0,1,2,82,1,1,0,1,0,0,0,1,0,0,2,84.4,1936.85,0.0,0,626.52,2563.37
4363,2,6858,1,0,0,0,3,5,0,0.0,0,1,1,69,0,0,0,0,0,0,0,1,0,0,0,25.1,79.8,0.0,0,0.0,79.8
4364,2,833,1,0,0,0,4,5,0,0.0,0,1,0,30,1,0,1,1,0,1,1,0,0,0,2,48.25,202.25,0.0,10,0.0,212.25
4365,0,6594,1,0,1,1,52,2,1,3.41,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,19.85,1070.5,0.0,0,177.32,1247.82
4366,1,6421,1,0,0,0,11,0,1,9.52,0,1,2,4,0,1,1,1,0,1,1,1,0,1,0,94.2,999.9,0.0,0,104.72,1104.62
4367,2,369,1,0,1,6,2,5,1,48.39,0,1,0,24,1,0,0,0,0,1,1,1,0,1,2,62.15,113.1,0.0,0,96.78,209.88
4368,2,4962,1,0,1,5,26,0,1,37.6,1,1,2,10,0,1,0,0,0,0,0,1,0,0,0,79.3,2015.8,0.0,0,977.6,2993.4
4369,2,5315,1,0,1,7,24,0,1,2.31,0,1,0,53,1,0,1,0,0,0,0,1,1,1,1,56.25,1454.25,0.0,0,55.44,1509.69
4370,0,4850,1,0,0,0,12,0,1,32.32,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,20.3,246.7,0.0,0,387.84000000000003,634.54
4371,1,1276,1,0,1,3,64,0,1,37.0,1,1,1,19,1,1,1,1,1,1,1,1,2,1,2,90.6,5817.45,0.0,0,2368.0,8185.45
4372,1,3901,1,0,1,2,66,0,1,7.61,0,1,1,10,1,1,1,1,1,1,1,1,2,1,0,85.9,5595.3,0.0,0,502.26000000000005,6097.56
4373,2,140,1,0,0,0,60,0,1,15.29,1,1,2,48,0,0,1,0,0,0,0,1,1,1,0,79.2,4765.0,0.0,0,917.4,5682.4
4374,1,3246,1,0,1,5,17,0,1,33.24,1,1,1,76,1,0,1,0,1,0,0,1,1,1,0,70.35,1201.65,0.0,0,565.08,1766.73
4375,0,6308,1,0,1,10,42,0,1,34.33,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,19.35,867.3,0.0,0,1441.86,2309.16
4376,2,1890,1,0,0,0,1,5,1,39.87,1,1,1,2,0,0,0,0,0,0,0,1,0,1,0,50.15,50.15,0.0,0,39.87,90.02
4377,1,5517,1,0,0,0,47,0,1,30.06,0,1,1,57,0,1,0,1,0,1,1,0,2,0,0,63.8,3007.25,0.0,80,1412.82,4500.07
4378,0,6697,1,0,1,2,10,0,1,10.42,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,20.55,252.75,0.0,0,104.2,356.95
4379,2,2915,1,0,0,0,1,0,1,45.28,0,1,1,2,0,0,0,0,0,0,0,1,0,0,2,44.6,44.6,0.0,0,45.28,89.88
4380,2,1072,1,0,0,0,4,0,1,3.03,0,1,1,11,0,1,0,1,1,0,0,1,0,1,0,63.75,226.2,0.0,0,12.12,238.32
4381,1,2526,1,0,1,2,66,0,1,20.11,1,1,2,25,1,1,1,0,1,1,1,0,2,0,0,109.25,7082.5,0.0,80,1327.26,8489.76
4382,2,5321,1,0,0,0,12,0,1,2.57,0,1,2,25,0,1,0,0,0,1,1,1,0,1,0,84.6,1017.35,0.0,0,30.839999999999996,1048.19
4383,0,5148,1,0,0,0,24,0,1,5.98,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,20.45,527.35,0.0,0,143.52,670.87
4384,2,3714,1,0,0,0,26,0,1,40.35,0,1,2,13,0,1,0,0,1,0,0,1,0,1,0,85.75,2146.5,0.0,0,1049.1000000000001,3195.6000000000004
4385,1,968,1,0,1,2,57,0,1,16.78,1,1,2,29,0,0,1,1,1,1,1,1,2,0,0,107.95,5969.85,0.0,0,956.46,6926.31
4386,0,5786,1,0,1,1,42,0,1,13.95,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,22.95,1014.25,0.0,0,585.9,1600.15
4387,0,5927,1,0,1,4,64,0,1,14.78,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,19.45,1225.65,0.0,0,945.92,2171.57
4388,0,4801,1,0,0,0,19,0,1,26.54,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,19.7,386.5,0.0,0,504.26,890.76
4389,2,291,1,0,1,9,22,0,1,48.68,0,1,2,18,0,0,1,0,1,0,0,1,0,1,0,87.0,1850.65,0.0,0,1070.96,2921.61
4390,2,1479,1,0,0,0,12,0,1,40.06,0,1,2,41,0,0,0,0,0,1,1,1,0,1,0,79.95,1043.4,0.0,0,480.72,1524.1200000000001
4391,1,2815,1,0,1,9,31,0,1,28.8,0,1,0,15,1,0,0,1,0,1,1,1,1,1,0,64.0,1910.75,0.0,0,892.8000000000001,2803.55
4392,2,4724,1,0,0,0,11,4,1,13.56,0,1,0,17,0,0,0,0,1,1,1,1,0,1,0,64.9,716.1,0.0,0,149.16,865.26
4393,0,5132,1,0,1,10,68,0,1,26.83,1,0,3,0,0,0,0,0,0,0,0,0,2,0,2,25.75,1686.15,0.0,0,1824.4399999999998,3510.59
4394,1,2214,1,0,0,0,60,0,1,22.88,0,1,2,48,1,0,1,1,1,1,1,1,0,1,0,104.95,6236.75,0.0,0,1372.8,7609.55
4395,1,6929,1,0,1,9,58,0,0,0.0,0,1,0,52,1,1,1,0,1,0,0,1,1,0,2,50.0,2919.85,0.0,0,0.0,2919.85
4396,0,1829,1,0,0,0,1,0,1,39.61,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,20.45,20.45,0.0,0,39.61,60.06
4397,0,5278,1,0,1,8,37,0,1,15.51,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,19.85,717.5,0.0,0,573.87,1291.37
4398,0,6705,1,0,0,0,13,4,1,7.33,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,19.95,253.8,0.0,0,95.29,349.09000000000003
4399,0,5860,1,0,0,0,43,0,1,28.9,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,26.45,1110.05,0.0,0,1242.7,2352.75
4400,1,4613,1,0,0,0,6,0,0,0.0,0,1,0,52,1,1,1,1,1,1,1,0,2,1,2,63.4,348.8,0.0,10,0.0,358.8
4401,1,4368,1,0,0,0,71,0,0,0.0,0,1,1,20,1,1,1,1,1,0,0,1,2,0,0,53.95,3888.65,0.0,0,0.0,3888.65
4402,1,5514,1,0,1,8,72,0,1,18.74,1,1,2,19,1,1,0,0,1,0,0,1,2,1,0,95.1,6843.15,0.0,0,1349.28,8192.43
4403,2,651,1,0,1,7,12,4,0,0.0,0,1,1,73,0,1,0,1,0,0,0,1,0,0,2,35.5,432.25,0.0,0,0.0,432.25
4404,2,3284,1,0,1,7,21,4,1,14.51,0,1,2,20,0,0,1,1,0,0,0,1,1,0,0,79.2,1742.45,0.0,0,304.71,2047.16
4405,2,5499,1,0,1,3,6,0,1,49.45,0,1,1,10,0,0,0,1,0,0,0,1,0,1,1,48.8,297.35,0.0,0,296.70000000000005,594.0500000000001
4406,2,6774,1,0,0,0,43,0,1,1.6,0,1,1,19,0,1,0,1,0,0,0,0,1,0,0,55.45,2444.25,0.0,130,68.8,2643.05
4407,0,3987,1,0,1,9,35,0,1,32.75,1,0,3,0,0,0,0,0,0,0,0,0,2,1,1,25.4,949.8,0.0,0,1146.25,2096.05
4408,1,4401,1,0,0,0,52,0,0,0.0,0,1,1,18,1,1,1,1,1,1,1,1,2,0,1,63.9,3334.95,0.0,0,0.0,3334.95
4409,2,324,1,0,0,0,32,0,1,15.52,0,1,1,12,0,0,0,0,1,1,1,1,1,1,0,64.85,2010.95,0.0,0,496.64,2507.59
4410,1,184,1,0,1,8,72,0,0,0.0,0,1,1,22,1,1,1,1,1,1,1,1,2,1,0,63.8,4684.3,0.0,0,0.0,4684.3
4411,2,2908,1,0,0,0,51,0,0,0.0,0,1,1,2,1,0,0,1,0,1,1,1,0,1,1,44.45,2181.55,0.0,0,0.0,2181.55
4412,0,1475,1,0,1,4,68,1,1,19.75,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,19.95,1303.25,0.0,0,1343.0,2646.25
4413,1,1305,1,0,1,8,49,0,0,0.0,0,1,0,27,0,1,0,0,1,1,1,1,2,0,1,49.65,2409.9,0.0,0,0.0,2409.9
4414,1,6650,1,0,1,7,72,1,1,20.54,0,1,0,41,1,1,1,1,1,1,1,1,2,0,1,85.1,6155.4,0.0,0,1478.8799999999999,7634.28
4415,2,3076,1,0,0,0,54,0,1,27.17,0,1,2,24,1,0,1,0,1,0,0,1,0,0,1,89.8,4667.0,0.0,0,1467.18,6134.18
4416,1,2039,1,0,1,7,50,0,1,47.48,0,1,2,27,0,0,1,1,1,1,1,1,1,0,1,103.05,5153.5,0.0,0,2374.0,7527.5
4417,1,62,1,0,1,3,69,1,1,38.52,1,1,2,27,1,1,1,1,1,1,1,1,2,1,0,116.0,8182.85,0.0,0,2657.88,10840.73
4418,2,3938,1,0,0,0,1,0,1,9.36,0,1,2,14,0,0,0,0,0,0,0,0,0,1,0,69.9,69.9,0.0,10,9.36,89.26
4419,1,1299,1,0,1,3,68,1,1,9.29,0,1,2,18,1,1,0,1,0,1,1,1,2,0,0,95.1,6683.4,0.0,0,631.7199999999999,7315.12
4420,2,1782,1,0,0,0,40,0,0,0.0,0,1,0,57,1,1,0,1,0,0,0,1,1,0,1,40.25,1564.05,0.0,0,0.0,1564.05
4421,0,3785,1,0,1,7,31,0,1,7.03,1,0,3,0,0,0,0,0,0,0,0,0,2,0,1,25.75,755.6,0.0,0,217.93,973.53
4422,0,3710,1,0,1,8,68,1,1,2.71,1,0,3,0,0,0,0,0,0,0,0,0,2,1,0,24.0,1664.3,0.0,0,184.28,1848.58
4423,0,120,1,0,0,0,12,4,1,8.25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19.4,198.1,0.0,0,99.0,297.1
4424,1,6637,1,0,1,7,71,1,1,5.51,0,1,0,6,1,1,1,1,1,1,1,1,2,1,0,86.1,6045.9,0.0,0,391.21,6437.11
4425,1,2343,1,0,0,0,40,0,1,32.78,1,1,2,29,0,1,1,0,1,1,1,1,0,1,1,102.65,4108.15,0.0,0,1311.2,5419.349999999999
4426,1,3774,1,0,1,8,64,0,1,37.47,1,1,2,69,0,1,1,0,0,1,1,1,1,1,0,92.85,5980.75,0.0,0,2398.08,8378.83
4427,1,3757,1,0,1,6,53,0,1,32.94,1,1,2,17,0,1,0,1,0,1,1,1,1,0,0,97.75,5043.2,0.0,0,1745.82,6789.0199999999995
4428,1,4382,1,0,1,1,72,1,1,38.3,1,1,2,3,1,1,1,0,1,0,0,1,2,1,1,97.95,7114.25,0.0,0,2757.6,9871.85
4429,0,3772,1,0,0,0,46,0,1,13.42,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,19.95,907.05,0.0,0,617.32,1524.37
4430,0,3155,1,0,0,0,40,0,1,27.47,1,0,3,0,0,0,0,0,0,0,0,0,2,1,1,24.6,973.95,0.0,0,1098.8,2072.75
4431,2,3773,1,0,0,0,12,4,0,0.0,0,1,1,9,1,1,0,1,1,0,0,1,0,1,0,50.95,605.75,0.0,0,0.0,605.75
4432,2,2803,1,0,0,0,9,0,1,21.11,0,1,2,6,1,0,0,0,0,0,0,1,0,0,0,75.6,661.55,0.0,0,189.99,851.54
4433,2,2378,1,0,1,9,51,2,1,29.56,1,1,2,27,0,0,0,1,0,0,0,1,0,1,0,80.75,4116.9,0.0,0,1507.56,5624.459999999999
4434,1,3618,1,0,1,10,49,2,1,11.74,0,1,2,20,0,1,1,0,1,0,0,1,0,1,1,90.4,4494.65,0.0,0,575.26,5069.91
4435,2,2438,1,0,0,0,56,2,1,30.86,0,1,1,22,1,0,1,1,0,0,0,1,1,1,1,60.25,3282.75,0.0,0,1728.1599999999999,5010.91
4436,0,2335,1,0,0,0,4,0,1,46.53,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,20.2,55.7,0.0,0,186.12,241.82
4437,2,4111,1,0,1,3,20,4,1,33.78,0,1,1,18,1,0,0,1,0,1,1,0,1,1,1,64.15,1274.45,0.0,100,675.6,2050.05
4438,0,3736,1,0,1,4,26,0,1,24.44,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,20.25,493.95,0.0,0,635.44,1129.39
4439,1,4004,1,0,0,0,51,2,1,42.33,0,1,2,2,0,1,1,0,1,1,1,1,0,1,0,99.0,5038.15,0.0,0,2158.83,7196.98
4440,2,1838,1,0,0,0,4,0,1,38.74,1,1,2,51,0,1,0,0,0,0,0,1,0,1,1,80.3,324.2,0.0,0,154.96,479.15999999999997
4441,0,1761,1,0,0,0,1,0,1,8.23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,19.55,19.55,0.0,0,8.23,27.78
4442,2,5373,1,0,0,0,27,0,1,14.07,1,1,2,15,1,1,0,1,1,0,0,1,0,0,0,100.75,2793.55,0.0,0,379.89,3173.44
4443,2,4897,1,0,0,0,12,4,1,1.8,0,1,1,3,0,1,0,1,0,0,0,1,0,1,1,53.75,648.65,0.0,0,21.6,670.25
4444,0,3302,1,0,1,6,34,0,1,25.69,1,0,3,0,0,0,0,0,0,0,0,0,1,1,1,25.6,917.15,0.0,0,873.46,1790.6100000000001
4445,2,6580,1,0,1,5,24,0,1,34.01,1,1,0,4,1,0,0,1,0,0,0,1,1,1,0,58.35,1346.9,0.0,0,816.24,2163.1400000000003
4446,1,5442,1,0,1,9,59,2,1,14.98,1,1,2,19,1,1,1,1,1,1,1,1,2,0,0,113.75,6561.25,0.0,0,883.82,7445.07
4447,2,158,1,0,0,0,3,0,1,31.48,0,1,2,73,0,1,1,0,0,1,1,1,0,0,0,90.4,268.45,0.0,0,94.44,362.89
4448,1,797,1,0,1,4,65,2,1,13.25,1,1,2,47,1,0,1,1,1,1,1,1,2,0,0,109.3,7337.55,0.0,0,861.25,8198.8
4449,1,6572,1,0,1,5,59,2,1,47.05,1,1,0,24,1,1,1,1,1,1,1,1,2,0,1,90.3,5194.05,0.0,0,2775.95,7970.0
