,clust,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
4162,1,3789,2,5157.053124,0,0,1,56,1,1,43906,1,0,65,6,53,0,6,1,3,0,3,468.0,5,2
4163,1,4876,0,3748.99343,0,1,3,40,1,1,82189,2,0,94,20,17,0,1,1,5,1,3,354.081091,5,1
4164,2,808,3,7462.926263,1,1,1,17,1,0,70263,0,1,93,30,66,0,5,1,4,1,2,7.345946,5,2
4165,1,5711,4,15063.50118,0,1,4,23,0,1,19132,1,2,207,25,15,0,3,1,3,3,0,1008.569798,1,2
4166,0,7394,0,9657.579498,1,1,3,20,4,1,0,1,1,131,34,61,0,9,0,2,0,0,628.8,3,1
4167,1,8796,2,2799.470318,0,0,4,23,1,1,78127,0,1,69,5,6,0,1,1,5,2,2,136.172569,0,1
4168,1,8166,0,2759.978287,1,0,0,45,1,1,92296,1,1,69,4,65,0,1,1,5,1,0,331.2,5,1
4169,0,9119,3,5392.499539,0,0,2,17,4,1,0,2,1,74,19,8,0,8,0,2,3,0,317.109447,5,1
4170,2,3509,1,5392.502531,0,0,3,6,1,0,80550,2,1,68,16,67,3,7,1,5,0,1,265.516965,0,1
4171,2,6713,0,3574.990725,0,1,1,18,1,0,51950,1,1,89,34,90,0,1,1,5,0,3,429.171384,5,0
4172,2,6930,3,5608.172012,0,0,1,22,0,0,20392,1,1,73,23,85,0,9,1,3,1,1,350.4,0,1
4173,2,1179,4,4754.653816,0,0,1,50,1,0,30886,0,0,61,8,36,0,6,2,7,1,0,8.315904,0,1
4174,0,7079,3,2239.647297,0,0,0,55,4,1,0,1,2,66,2,76,0,1,1,4,3,3,475.2,0,2
4175,2,2911,1,7356.383518,0,0,0,16,1,0,33089,1,1,61,10,61,0,2,1,3,0,3,292.8,0,2
4176,0,1811,3,13283.86446,0,1,1,34,4,1,0,1,2,132,20,22,0,2,1,3,0,0,950.4,3,1
4177,0,4678,0,6893.171997,0,0,1,11,4,1,0,1,2,68,8,72,0,2,0,0,0,0,326.4,5,1
4178,1,8276,1,3966.129505,0,0,1,33,1,1,72439,1,1,100,5,22,1,1,1,4,1,3,480.0,3,1
4179,2,2079,3,16548.85665,0,1,0,10,1,0,81639,0,2,82,33,26,0,2,2,8,1,2,47.952426,0,1
4180,2,3587,3,5447.201066,0,0,1,33,1,0,68815,0,1,68,29,37,0,3,1,4,3,1,114.743385,0,2
4181,0,2436,1,4644.90392,0,0,1,51,4,0,0,0,1,63,0,42,0,3,1,5,0,0,94.958688,0,1
4182,2,6559,1,5318.89664,1,0,0,25,1,0,25134,1,1,67,3,0,0,6,1,3,1,2,321.6,0,2
4183,2,7392,0,2491.257604,1,0,3,26,2,0,25965,1,0,65,23,27,0,1,1,4,0,0,329.206567,0,1
4184,1,8628,0,12296.49757,0,0,3,51,1,1,55193,1,1,105,8,22,1,2,1,4,2,1,504.0,3,1
4185,2,3704,1,6273.911874,1,1,1,31,3,0,18577,1,0,86,21,76,0,6,1,5,0,1,412.8,0,1
4186,1,1992,2,6366.225775,1,1,3,53,1,1,44368,1,1,80,5,72,0,3,0,1,1,2,384.0,5,0
4187,0,549,3,6005.847375,1,1,1,39,3,1,13528,1,2,86,21,35,0,3,1,5,0,0,412.8,0,1
4188,2,4378,3,11981.98481,1,0,4,9,3,0,21514,2,1,62,0,59,0,2,1,4,0,0,257.248789,5,1
4189,0,2579,1,11885.96797,0,0,3,54,4,1,0,1,1,105,7,20,0,2,1,5,2,0,756.0,3,1
4190,2,2384,0,17109.39447,0,1,0,1,1,0,87139,0,1,213,18,27,0,3,1,5,3,0,363.865389,2,1
4191,1,6313,1,4717.62873,0,0,3,44,1,1,20355,1,1,61,4,6,1,3,1,3,1,1,439.2,0,0
4192,0,7766,1,4778.682644,0,0,0,10,4,1,0,1,0,73,8,17,2,9,1,5,1,0,350.4,0,1
4193,1,2621,4,2402.333284,0,0,0,15,1,1,46210,1,1,61,24,44,3,1,1,5,1,1,439.2,5,1
4194,0,4367,2,13197.92893,1,0,1,16,4,0,0,1,2,68,19,2,3,2,1,3,0,0,326.4,0,0
4195,1,5726,1,29232.69297,0,2,3,30,2,1,28613,1,2,114,17,8,0,2,1,4,0,0,820.8,0,2
4196,1,6997,3,8509.850887,1,0,4,20,0,1,26057,1,0,74,3,63,0,2,1,3,0,2,523.888845,0,2
4197,0,216,0,4774.379355,0,0,0,7,4,1,0,1,2,73,1,31,0,3,1,4,3,3,525.6,0,1
4198,2,5391,2,9113.694323,0,2,3,51,1,0,76700,2,1,112,13,60,0,5,1,4,1,1,322.046658,0,2
4199,0,3991,2,7663.871432,0,0,0,9,4,0,0,1,2,109,5,95,0,3,1,5,1,2,523.2,3,2
4200,1,4716,3,2599.968438,0,0,4,0,1,1,45181,1,1,65,21,68,0,1,1,4,3,2,312.0,0,1
4201,1,7442,3,8819.018934,1,0,3,21,1,1,99845,1,1,110,23,25,1,8,1,5,1,1,528.0,3,1
4202,0,3080,3,6857.519928,0,0,0,55,4,1,0,1,2,101,31,1,0,3,1,3,3,3,1021.719397,3,1
4203,2,1424,3,7109.341438,0,1,3,10,1,0,92423,2,1,88,5,79,0,6,1,3,1,1,404.243868,0,1
4204,2,1873,4,2842.822337,0,0,2,47,1,0,43793,0,1,71,8,31,0,1,1,4,1,0,16.150175,0,1
4205,1,5096,4,12846.4477,0,0,1,52,1,1,93210,1,1,107,6,9,2,2,1,5,0,0,513.6,3,2
4206,1,6323,3,3498.773857,0,1,0,5,1,1,58484,0,0,88,15,65,1,1,1,3,0,3,43.542559,5,1
4207,1,7774,3,6005.214792,1,1,3,25,1,1,26876,1,2,76,17,72,0,8,1,5,0,0,364.8,0,1
4208,2,741,0,4344.524462,0,0,0,41,1,0,48054,1,1,109,2,64,0,1,1,3,0,2,523.2,3,1
4209,2,1113,0,25401.51859,0,1,0,22,1,0,36800,2,2,91,20,18,0,2,1,3,1,0,236.63519,5,1
4210,1,3905,0,4466.977478,0,0,1,21,1,1,28663,1,1,61,15,8,4,7,1,4,3,0,292.8,0,1
4211,2,3903,1,7849.125533,0,1,1,28,1,0,54431,2,1,97,19,62,0,3,1,5,0,0,284.49502,0,1
4212,2,8043,4,4250.775183,0,0,0,39,1,0,27608,2,0,108,30,89,0,1,1,5,0,1,308.953614,3,1
4213,1,3814,1,6073.241952,0,1,0,42,3,1,22103,1,0,89,4,74,1,3,1,5,1,2,427.2,0,1
4214,0,8185,0,6729.867925,0,0,1,23,4,1,0,1,2,103,13,20,0,9,1,4,0,1,741.6,3,1
4215,1,6802,0,2588.860221,0,0,2,30,1,1,46168,1,1,65,1,7,0,1,1,4,1,0,312.0,0,1
4216,1,4154,3,7305.936433,0,1,1,19,1,1,83221,0,1,91,21,63,0,3,1,5,3,3,14.386157,0,1
4217,1,4952,1,8531.401125,0,2,0,16,1,1,98677,0,1,105,3,40,0,9,1,4,0,1,108.025547,0,0
4218,2,4507,1,8618.295865,0,0,3,11,1,0,46379,1,2,72,11,57,0,2,0,2,2,2,345.6,0,0
4219,2,3813,3,4957.033603,0,0,1,3,1,0,62803,1,1,62,16,12,0,5,1,5,1,3,400.959425,5,2
4220,0,3558,1,12255.12414,0,2,0,5,4,1,0,1,2,177,0,6,0,7,1,4,2,1,1274.4,3,1
4221,0,5839,2,9624.938903,0,1,1,19,4,1,0,1,2,134,26,88,0,4,1,4,1,0,964.8,3,1
4222,2,4974,1,7080.131872,0,1,0,22,0,0,28139,1,1,97,31,65,2,3,1,5,0,1,465.6,0,1
4223,2,7758,0,7053.302737,0,1,1,31,1,0,52982,0,0,89,8,54,0,3,0,2,0,2,31.356274,0,1
4224,2,5041,3,5365.54161,0,0,0,48,1,0,77095,1,0,68,22,59,1,4,1,4,2,0,461.841879,0,2
4225,2,1754,3,4306.55935,0,0,1,32,1,0,26322,0,1,111,8,94,2,1,0,0,2,1,180.346146,3,1
4226,2,2990,1,5970.816921,0,1,1,50,2,0,25125,1,2,81,12,91,1,3,0,2,0,0,583.2,0,1
4227,2,7338,3,8879.790017,1,0,3,46,1,0,52583,2,2,113,12,59,0,7,2,7,0,0,528.20086,3,2
4228,1,5306,0,4458.113369,1,0,0,27,3,1,17622,1,0,65,1,36,1,3,1,5,0,0,312.0,0,1
4229,1,2831,1,5565.892477,0,0,4,0,1,1,90607,2,2,70,8,89,0,3,1,4,1,3,311.514116,0,1
4230,1,7412,0,5813.242121,0,0,0,9,1,1,42795,1,1,73,2,38,0,4,1,3,2,1,350.4,0,0
4231,2,6258,0,8365.963454,0,2,3,32,0,0,27042,1,0,110,17,3,0,7,1,3,1,1,1263.325007,0,1
4232,1,6775,3,7275.921106,0,0,1,31,1,1,27984,1,1,62,7,51,1,2,1,5,2,2,445.361629,0,1
4233,2,8680,2,15083.78498,0,1,3,0,1,0,26021,2,1,126,6,32,0,2,1,4,3,0,331.847478,3,2
4234,2,7816,0,8458.912476,0,0,3,5,0,0,25448,1,1,71,11,59,0,2,1,4,3,3,345.022359,0,1
4235,1,4743,1,8010.968982,0,0,0,16,1,1,52009,2,1,68,20,29,0,2,1,5,0,0,250.416569,0,1
4236,2,7296,3,2514.428561,0,0,3,21,2,0,23504,1,2,69,19,56,0,1,0,1,0,0,374.399828,5,2
4237,0,866,4,4112.625047,0,0,3,0,4,1,0,1,2,71,16,90,3,9,1,4,0,0,569.761582,0,1
4238,1,3050,3,4369.697742,0,0,4,24,1,1,40774,2,1,110,28,59,1,1,1,5,0,0,394.968488,4,1
4239,1,8510,2,7356.010439,0,1,1,40,1,1,36812,2,1,92,23,98,1,4,1,5,0,1,392.695097,5,1
4240,2,1607,3,10656.88195,1,1,0,43,1,0,72540,1,1,88,7,3,0,2,1,3,1,2,631.743039,5,1
4241,1,1001,0,5365.975978,0,0,0,3,1,1,51240,2,2,70,0,37,2,5,1,3,1,1,283.849464,0,1
4242,1,5672,1,6047.02516,1,1,1,34,1,1,20396,1,1,76,15,60,1,4,1,5,0,1,364.8,0,1
4243,2,4048,0,2885.742441,0,0,3,31,1,0,35654,1,1,72,17,19,0,1,1,3,1,1,515.122954,5,2
4244,2,3802,3,2635.148447,0,0,3,17,1,0,93884,1,1,65,7,10,0,1,1,5,3,1,312.0,0,2
4245,0,8674,3,2413.888405,0,0,0,21,4,0,0,1,2,68,6,35,0,1,1,4,2,3,379.209349,0,1
4246,1,5201,2,8341.929905,0,0,0,33,1,1,30344,2,0,107,29,79,0,9,1,5,0,1,342.832065,3,1
4247,2,239,0,2487.256248,0,0,0,54,1,0,28738,0,0,62,2,95,0,1,1,4,0,0,81.609951,5,1
4248,1,988,2,9212.613275,0,0,3,33,1,1,70958,0,1,115,1,57,0,7,1,4,0,0,115.400119,4,1
4249,1,6786,1,16407.66461,0,2,0,25,1,1,22103,0,2,109,16,31,0,2,1,4,0,0,160.338007,0,0
4250,0,1989,3,7017.145586,0,0,1,42,4,0,0,1,2,103,29,91,0,6,2,7,0,0,741.6,3,1
4251,2,5350,1,5481.502923,0,0,0,43,1,0,70795,2,1,68,10,95,0,4,0,0,1,2,177.948654,0,1
4252,2,170,0,10382.38098,0,1,4,34,1,0,32821,0,1,129,35,40,0,4,1,5,0,1,25.89566,3,0
4253,1,306,0,5498.940679,1,0,1,50,2,1,22520,1,1,73,17,64,0,3,1,5,0,1,350.4,0,1
4254,0,7625,2,4846.322223,0,0,3,14,4,1,0,1,2,72,31,75,0,9,1,4,3,0,518.4,0,1
4255,1,8398,3,14718.11779,0,1,1,42,1,1,56263,1,1,93,27,31,0,2,0,2,1,0,446.4,0,1
4256,0,2216,2,9656.759549,0,0,0,22,4,1,0,1,2,72,17,52,0,2,1,3,0,0,345.6,0,1
4257,0,6143,1,4466.101762,0,0,1,2,4,1,0,1,2,64,25,33,0,5,1,3,0,2,307.2,0,1
4258,0,2387,3,21423.63723,1,0,0,45,4,1,0,1,1,65,9,31,0,2,1,4,1,0,312.0,5,1
4259,1,5668,2,2531.73969,0,0,1,34,1,1,31993,0,0,66,14,4,1,1,1,5,0,1,39.627399,0,1
4260,1,2141,0,8378.357502,0,2,1,26,1,1,40994,0,1,106,8,94,0,8,1,4,1,0,60.227339,0,1
4261,1,6047,2,5093.007525,0,0,0,19,1,1,29638,1,1,64,19,16,0,8,1,5,3,1,307.2,0,1
4262,0,6792,3,13352.56134,0,2,1,54,4,0,0,1,1,119,18,65,0,2,1,4,0,0,729.595208,0,1
4263,2,7692,3,14206.98091,0,0,1,2,0,0,26056,1,1,73,17,73,0,2,1,5,0,1,355.558088,0,1
4264,2,2260,3,10232.85415,0,1,2,32,2,0,22821,1,1,131,26,99,0,3,1,4,3,2,740.05751,3,1
4265,2,2368,4,15435.68882,0,1,1,41,1,0,84581,0,1,96,25,50,0,2,1,5,3,3,4.334425,0,0
4266,2,3631,1,8641.046574,0,0,3,8,2,0,22193,1,1,74,13,74,0,2,1,5,1,1,415.535724,5,2
4267,1,6795,4,7334.915821,0,0,0,25,1,1,30969,1,0,63,26,79,1,2,1,5,0,2,358.225234,5,2
4268,2,4792,1,7462.926263,1,1,1,17,1,0,70263,0,1,93,30,66,0,5,1,5,1,2,7.345946,5,2
4269,1,4237,1,3635.028312,0,1,3,4,1,1,35056,1,1,96,12,52,3,1,1,5,3,2,460.8,5,1
4270,1,8890,3,5525.836623,0,0,1,36,1,1,73435,1,1,69,9,25,0,4,0,1,0,1,331.2,5,2
4271,1,4873,3,4335.353131,0,2,3,43,1,1,86096,1,1,108,30,1,0,1,0,2,1,2,518.4,5,0
4272,0,6348,1,4832.117309,0,1,3,6,4,1,0,1,2,139,6,9,0,1,1,4,0,2,1000.8,3,1
4273,1,7605,3,9267.920019,0,0,4,32,1,1,55808,2,1,116,31,4,0,7,1,5,1,2,551.413755,3,2
4274,1,78,1,14700.49784,0,1,0,57,1,1,29695,1,1,94,34,66,0,2,1,5,1,1,554.143798,0,1
4275,2,4610,1,4905.127076,0,0,0,46,1,0,88043,2,1,61,2,43,0,3,0,1,1,3,188.717606,0,2
4276,1,3191,1,7289.297853,0,1,1,13,1,1,60875,2,1,92,0,84,0,3,1,5,0,1,410.846025,0,1
4277,0,1267,0,8478.824155,0,1,0,20,4,1,0,0,1,77,25,48,0,2,1,3,0,1,12.603783,0,1
4278,0,8782,3,7952.836873,0,0,3,50,4,1,0,1,2,118,0,67,0,8,1,5,0,2,849.6,3,1
4279,2,3337,4,2869.997625,0,0,0,33,1,0,70974,1,1,71,15,0,0,1,1,5,0,0,340.8,0,0
4280,2,3031,3,10529.84867,0,1,0,6,1,0,37518,2,1,131,35,91,0,6,2,8,0,1,472.850932,4,1
4281,1,4068,3,5497.659883,0,0,1,38,1,1,28128,1,1,70,6,52,0,4,1,5,2,0,336.0,5,1
4282,2,979,3,7090.468528,0,1,0,7,1,0,45254,1,0,93,4,25,3,4,0,2,2,3,446.4,0,1
4283,2,7289,3,26416.25478,0,0,2,23,1,0,85537,2,1,108,4,91,0,2,1,5,1,2,285.276083,3,1
4284,1,7810,3,2727.682464,0,0,4,3,1,1,74608,1,1,68,11,4,1,1,0,1,2,3,407.68374,0,1
4285,2,6701,1,11814.53241,0,0,3,37,1,0,41004,1,1,102,15,26,3,2,1,5,0,2,489.6,4,0
4286,2,4499,0,4090.750678,0,2,4,19,1,0,38884,2,1,102,4,87,0,1,1,5,3,1,423.819864,5,1
4287,2,4160,1,5181.620895,1,0,4,46,1,0,97131,1,1,64,5,80,0,6,0,2,1,0,307.2,0,2
4288,0,2459,3,6172.392406,0,1,4,29,4,1,0,1,0,84,6,93,0,7,0,2,0,3,403.2,0,1
4289,1,1931,1,2487.358049,0,0,1,55,1,1,22331,0,0,64,11,12,0,1,0,2,1,3,61.20919,0,1
4290,1,7266,0,13094.2046,0,0,0,7,1,1,37541,0,1,109,10,31,0,2,0,1,0,1,96.212835,3,0
4291,2,7190,3,4688.459288,0,0,0,5,0,0,27357,1,1,61,19,48,0,5,0,1,0,3,292.8,0,2
4292,0,1882,3,2703.466256,0,0,2,40,4,0,0,0,1,72,19,48,0,1,0,2,2,2,41.927219,5,1
4293,2,1668,1,11315.20373,1,2,0,31,0,0,11885,1,0,101,18,39,0,2,1,5,0,0,484.8,0,1
4294,2,2558,3,8679.838135,0,2,0,47,1,0,52717,0,1,109,5,60,0,8,0,1,2,0,60.151529,0,1
4295,2,1912,0,5979.724161,1,1,3,54,1,0,57693,1,0,76,16,56,0,3,1,3,1,0,547.2,0,1
4296,0,1205,3,10996.71336,0,0,3,27,4,0,0,1,2,104,29,73,0,2,1,4,2,1,748.8,3,1
4297,2,347,0,11718.41696,0,0,0,54,1,0,73903,1,1,73,30,39,0,2,0,2,1,3,439.361029,0,2
4298,0,2481,4,42462.96794,0,2,0,0,4,0,0,1,1,281,16,92,1,2,1,5,0,1,1499.806352,2,1
4299,0,3702,3,6941.872931,0,0,1,24,4,0,0,1,2,111,3,73,3,6,1,5,0,0,532.8,3,2
4300,1,4815,1,2551.314013,0,0,1,13,1,1,79452,2,2,65,33,75,0,1,0,1,1,2,187.683707,0,1
4301,2,3014,2,10656.88195,1,1,0,43,1,0,72540,1,1,88,7,3,0,2,1,5,1,2,631.743039,5,1
4302,2,3667,0,9333.333631,0,0,1,14,1,0,89513,0,1,116,5,12,0,6,1,4,1,1,232.945977,3,1
4303,1,3732,4,7507.455372,1,0,1,52,1,1,60920,2,2,64,10,61,0,2,1,5,1,0,231.201886,5,1
4304,2,8642,3,5320.081159,0,0,3,41,1,0,88669,2,1,66,9,18,1,4,1,4,0,2,213.574473,0,1
4305,2,4377,1,8609.158215,1,0,0,2,1,0,79090,2,1,107,2,74,0,3,1,4,1,1,289.040734,3,1
4306,1,7749,4,12298.6863,1,0,3,36,2,1,17101,1,2,113,1,88,0,2,0,1,0,2,542.4,3,1
4307,1,8253,3,7285.030983,1,0,3,44,1,1,44788,1,1,61,6,48,0,2,1,4,1,0,386.031248,0,2
4308,0,7384,2,6714.070698,0,1,4,2,4,1,0,1,1,93,8,42,1,3,2,7,0,0,604.270179,5,2
4309,1,1827,0,2810.464447,1,0,0,43,1,1,26790,1,1,71,4,41,0,1,1,3,1,0,340.8,5,1
4310,1,3090,1,15320.37177,0,1,0,10,1,1,81955,1,1,126,3,21,0,2,0,2,0,3,720.054248,3,1
4311,2,8617,3,8488.561363,0,0,3,47,1,0,80213,1,1,70,12,17,0,2,1,5,0,1,440.268527,5,1
4312,0,7873,0,2379.195759,0,0,2,5,4,1,0,0,0,66,3,21,0,1,1,5,3,2,90.989464,0,1
4313,1,3536,3,13334.26763,0,2,0,9,1,1,47950,2,1,170,23,86,1,8,1,5,0,1,780.990942,3,1
4314,0,3443,3,3123.080994,1,0,0,34,4,1,0,1,1,101,1,83,4,1,1,5,0,0,960.115399,3,0
4315,0,4989,4,2382.706153,0,0,2,48,4,1,0,1,1,65,8,50,0,1,0,1,2,3,312.0,0,1
4316,1,6492,3,7812.889738,0,0,3,31,1,1,72353,1,0,66,27,15,0,2,1,4,1,3,316.8,5,2
4317,2,6020,1,14024.35839,1,2,3,34,1,0,81872,0,1,115,10,55,0,2,0,0,1,3,256.43803,0,1
4318,1,1581,0,5334.784887,0,0,0,34,1,1,74606,0,0,68,2,34,0,5,0,2,3,0,109.112713,5,2
4319,0,3581,3,9700.35416,0,1,3,5,4,1,0,1,2,138,23,54,0,3,1,3,0,1,993.6,3,1
4320,1,3384,1,5703.288862,0,0,3,41,1,1,41438,2,2,72,8,39,0,9,1,3,0,1,323.836677,5,1
4321,2,4755,0,4280.747008,0,0,0,58,1,0,52679,1,0,110,25,21,2,1,1,4,1,1,528.0,4,1
4322,0,3346,0,3398.052277,0,0,3,41,4,1,0,1,2,101,4,60,0,1,1,5,2,0,1183.780098,3,1
4323,1,1812,3,11044.10847,0,0,0,48,1,1,44524,2,1,70,28,42,0,2,1,5,3,3,200.768848,0,1
4324,1,1362,3,3237.996209,1,1,4,4,1,1,60244,2,1,83,3,72,3,1,0,2,2,0,326.281835,0,1
4325,1,2228,1,25805.26839,0,1,3,52,1,1,22711,1,1,82,8,74,0,2,1,4,1,1,393.6,5,1
4326,0,4869,3,17497.52201,1,0,1,44,4,1,0,1,0,73,9,94,0,2,0,2,0,0,350.4,5,1
4327,2,966,0,22261.0224,0,0,0,53,1,0,50398,2,2,71,18,51,0,2,1,5,2,3,339.42418,0,1
4328,0,8957,1,9006.598402,0,1,1,5,4,1,0,1,1,86,19,99,1,2,1,5,0,3,412.8,0,1
4329,0,5163,3,9904.977027,0,0,3,3,4,0,0,1,2,66,1,73,0,2,1,5,0,3,475.2,0,2
4330,0,713,1,7432.203079,0,0,3,28,4,0,0,1,2,102,16,34,0,5,0,2,1,2,1037.274096,3,1
4331,0,4994,0,8150.573759,0,2,0,17,4,1,0,1,2,114,11,20,0,3,1,4,1,1,1310.46158,0,2
4332,1,2912,1,4956.247235,0,0,3,40,1,1,87197,2,2,63,35,45,0,3,1,4,1,1,247.402353,5,1
4333,0,1761,1,6537.051379,0,0,0,31,4,1,0,1,2,100,22,24,0,3,1,5,1,3,720.0,4,1
4334,2,1629,1,9448.833931,0,0,3,14,1,0,85221,2,1,117,11,42,0,4,1,4,1,1,516.907624,4,1
4335,1,1350,0,7519.133631,1,1,3,36,1,1,96306,0,0,95,12,17,1,6,1,5,0,0,185.355353,0,1
4336,0,274,1,2409.368488,0,0,0,8,4,0,0,1,1,66,3,97,0,1,1,4,3,3,316.8,0,1
4337,2,1048,1,17041.4383,0,0,3,8,0,0,22249,1,1,64,4,88,0,2,1,5,3,2,455.191595,0,1
4338,0,3781,1,4398.047053,0,0,3,34,4,0,0,1,2,62,6,62,0,3,1,4,0,0,382.067564,0,1
4339,2,1735,3,5470.060561,1,1,0,32,1,0,54507,1,1,138,20,11,0,1,1,5,1,0,702.990032,3,1
4340,0,488,3,3173.032243,0,2,1,14,4,1,0,1,1,101,34,52,4,1,1,5,0,2,484.8,0,2
4341,1,4760,1,13258.17973,0,0,1,32,2,1,20754,1,0,184,19,15,0,7,1,5,0,0,1324.8,2,1
4342,0,3926,1,13045.37088,0,2,1,39,4,0,0,1,2,190,21,35,1,7,1,5,2,1,1654.202174,3,1
4343,1,7378,1,2560.691306,0,0,3,49,1,1,30027,1,1,65,13,10,0,1,1,5,1,1,312.0,0,1
4344,1,4813,2,3387.77901,0,1,0,18,1,1,23156,1,1,88,9,6,2,1,2,7,3,0,422.4,0,1
4345,0,1849,1,6439.330195,0,1,3,40,4,1,0,1,2,93,7,85,0,4,1,5,0,0,669.6,0,1
4346,1,3808,1,7078.948599,0,1,1,4,1,1,23222,2,1,90,10,66,0,4,0,2,2,1,252.938842,5,0
4347,0,4767,1,2417.763236,0,0,1,35,4,0,0,1,1,65,16,90,0,1,0,1,0,1,468.0,0,1
4348,2,3969,1,20492.7355,0,2,4,47,1,0,27317,1,1,102,30,12,0,2,1,4,2,0,489.6,0,1
4349,2,4379,1,7805.31287,1,0,1,16,3,0,21073,1,0,106,25,54,1,3,0,2,0,0,508.8,3,2
4350,0,1406,1,22062.54841,0,1,1,41,4,1,0,1,2,225,26,53,0,2,0,1,0,0,1620.0,1,1
4351,2,6204,0,11218.44173,0,1,3,12,1,0,69268,0,1,93,31,20,0,2,1,3,1,0,19.170855,5,1
4352,2,3918,0,5427.484591,0,0,3,8,1,0,74561,2,1,68,0,23,1,5,1,5,2,3,234.393625,5,1
4353,1,1677,0,2592.437797,1,0,3,27,1,1,72421,1,1,65,8,23,0,1,1,4,1,2,312.0,0,2
4354,0,7024,3,2601.351096,0,0,4,25,4,0,0,0,0,71,4,18,0,1,0,2,1,1,17.029835,5,1
4355,1,8802,0,8433.228985,0,0,0,30,1,1,57961,0,0,72,27,64,0,2,1,5,0,0,38.513959,5,0
4356,1,1975,1,2967.670797,0,1,1,38,1,1,35205,0,1,76,7,11,0,1,1,5,1,0,178.839506,0,0
4357,0,8770,3,5380.091626,0,0,4,44,4,1,0,0,0,74,19,41,0,8,1,4,0,3,59.026302,0,1
4358,1,4348,3,8059.893671,0,0,3,33,1,1,72309,2,2,68,3,51,0,2,1,5,3,1,244.727144,0,1
4359,2,3060,2,8444.840217,0,0,0,54,1,0,76352,2,2,109,17,9,2,4,1,4,0,0,501.83778,3,2
4360,0,4225,4,9655.442955,0,0,3,55,4,1,0,1,2,100,30,4,2,2,1,4,1,2,720.0,3,1
4361,2,5115,1,8178.235107,0,0,1,17,1,0,29057,1,1,102,22,24,0,3,0,2,1,0,489.6,3,1
4362,0,5363,3,2353.179121,0,0,0,13,4,0,0,1,2,66,11,73,0,1,1,5,0,0,501.153571,0,1
4363,1,8748,1,8058.659713,0,0,0,58,1,1,25595,1,1,101,5,86,0,9,1,4,2,2,484.8,3,1
4364,1,8323,3,8012.365866,0,0,0,16,1,1,58058,1,1,67,28,49,0,2,1,3,1,2,355.198918,0,1
4365,1,4350,2,16473.16905,1,0,0,40,3,1,22828,1,1,106,11,54,0,2,1,5,0,0,508.8,3,1
4366,0,276,0,5907.151868,0,1,1,44,4,0,0,1,1,81,8,47,0,8,1,5,3,1,390.161912,0,1
4367,2,2861,1,8257.666512,1,0,0,25,0,0,23815,1,1,73,4,47,0,2,0,0,1,2,424.330166,0,1
4368,1,9094,1,4954.292104,0,0,0,52,1,1,45329,1,1,65,13,7,3,4,1,3,3,2,312.0,5,1
4369,1,6064,4,43026.52149,0,0,4,53,1,1,59349,0,1,119,15,41,0,2,1,5,1,3,222.032326,3,1
4370,1,8589,3,3794.964613,0,2,1,38,3,1,19794,1,1,105,1,78,0,1,1,3,3,2,504.0,0,1
4371,1,9089,0,2537.383207,0,0,0,19,1,1,92401,0,0,64,30,37,0,1,1,3,3,0,50.359627,0,1
4372,0,4365,3,8026.04923,0,0,0,36,4,1,0,1,1,109,10,20,0,6,0,2,0,1,898.430079,3,1
4373,2,3614,2,7786.676381,0,1,1,22,1,0,83000,2,1,97,29,76,1,6,0,1,0,1,378.5566,0,2
4374,2,7080,4,5256.923177,0,0,1,48,1,0,77693,2,1,65,30,15,0,7,1,3,1,2,225.045919,0,1
4375,2,608,0,8256.2978,1,0,0,14,1,0,62902,0,1,69,14,94,0,2,1,5,1,3,159.383042,5,1
4376,0,5420,2,2453.336242,0,0,4,16,4,1,0,1,1,70,5,70,2,1,1,5,3,1,449.601961,5,1
4377,1,2491,4,4312.769798,0,0,1,19,1,1,43386,2,2,111,17,35,0,1,1,3,0,2,413.002348,3,1
4378,1,915,1,5556.91458,0,0,0,19,2,1,29120,1,1,72,31,77,0,3,0,2,0,0,345.6,5,1
4379,1,6053,4,8693.995589,0,0,0,0,1,1,48893,1,1,110,9,26,0,3,1,5,0,1,787.88953,3,1
4380,2,2095,1,11830.95192,0,2,1,9,1,0,92931,2,1,146,6,38,0,7,1,5,0,1,503.144025,3,2
4381,2,2553,4,4506.485006,0,2,1,32,2,0,15462,1,1,115,34,18,0,1,0,1,0,3,611.941558,0,1
4382,0,1400,4,4159.593921,0,0,0,8,4,1,0,1,2,62,1,64,0,3,1,3,0,0,446.4,5,1
4383,1,2903,4,4462.445111,0,0,1,56,1,1,70088,2,1,112,0,33,0,1,1,5,1,2,536.481665,3,0
4384,1,4640,3,2515.259002,0,0,1,4,1,1,25558,1,1,63,31,11,0,1,1,5,1,1,453.6,0,2
4385,0,5724,0,8007.399376,1,0,3,27,4,0,0,1,0,112,12,93,0,3,0,0,0,3,537.6,4,1
4386,0,6891,4,9901.278118,0,1,4,57,4,1,0,1,1,134,24,51,0,3,1,4,0,0,643.2,3,2
