,clust,Award?,ID#,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll
1989,0,0,2006,39909,0,1,1,1,2682,14,0,0,4470
1990,0,0,2007,8767,0,1,1,1,6589,8,3892,6,4394
1991,3,1,2008,25544,0,1,1,1,3271,7,0,0,4580
1992,2,0,2009,166417,0,4,1,1,28607,11,0,0,4357
1993,2,0,2010,69555,0,3,1,1,21957,16,250,1,4390
1994,0,0,2011,2344,0,1,1,1,1478,10,0,0,4481
1995,0,0,2012,8780,0,1,1,1,2750,15,0,0,4237
1996,0,0,2013,111064,0,1,1,1,12700,7,2700,6,4547
1997,1,1,2014,44654,0,4,1,1,48874,16,0,0,4530
1998,3,1,2015,32678,0,1,1,1,0,0,0,0,4481
1999,1,1,2016,327126,1452,5,1,1,97997,25,350,3,4440
2000,0,0,2017,76387,0,1,1,1,3588,7,0,0,4442
2001,2,0,2018,268097,0,3,1,1,26933,25,0,0,4105
2002,1,1,2019,52195,0,4,1,1,35847,13,0,0,4476
2003,2,0,2020,137778,0,3,1,1,19557,18,0,0,4599
2004,3,1,2021,354807,0,1,1,1,6000,12,3500,11,4597
2005,0,0,2022,3056,0,1,1,1,1200,3,0,0,4363
2006,0,0,2023,101901,0,1,2,1,17898,22,100,1,4433
2007,0,0,2024,34182,0,1,1,1,0,0,0,0,3967
2008,0,0,2025,7371,0,1,1,1,1375,4,0,0,4505
2009,1,1,2026,178733,0,3,1,1,26465,22,1800,4,4537
2010,2,0,2027,87553,0,3,1,1,15681,14,0,0,4547
2011,3,1,2028,14614,0,1,1,1,2275,3,0,0,4567
2012,2,0,2029,91259,0,5,1,1,60609,12,0,0,4531
2013,0,0,2030,23997,0,1,1,1,250,2,250,2,4204
2014,0,0,2031,37202,0,1,1,1,15000,4,0,0,4511
2015,1,1,2032,53232,888,4,1,1,80696,65,22100,45,3831
2016,2,0,2033,54594,0,3,1,1,14402,14,0,0,4233
2017,0,0,2034,57474,0,2,1,1,5535,7,0,0,4364
2018,3,1,2035,20111,0,1,1,1,5653,12,0,0,4468
2019,1,1,2036,45950,0,4,1,1,38921,22,750,2,4302
2020,3,1,2037,67948,0,1,1,1,2750,5,650,3,4226
2021,2,0,2038,216498,0,4,1,1,43083,24,2500,5,4440
2022,3,1,2039,100649,0,1,1,1,4000,3,500,1,4457
2023,2,0,2040,52713,0,3,1,1,16273,13,100,1,4449
2024,2,0,2041,186892,0,5,1,1,63444,13,500,1,3732
2025,1,1,2042,11690,0,3,1,1,17615,17,0,0,4417
2026,0,0,2043,144697,0,1,1,1,2000,1,0,0,4420
2027,0,0,2044,75179,0,1,1,1,1015,2,0,0,4118
2028,3,1,2045,19850,0,1,1,1,500,1,500,1,4376
2029,0,0,2046,96154,0,1,1,1,7052,15,0,0,4433
2030,0,0,2047,55778,0,1,1,1,6500,12,500,1,3704
2031,0,0,2048,36227,0,2,1,1,7230,14,0,0,3736
2032,0,0,2049,93848,0,1,1,1,1600,4,1500,3,4475
2033,2,0,2050,41153,0,4,1,1,28686,15,0,0,4404
2034,0,0,2051,20789,0,1,1,1,0,0,0,0,4279
2035,0,0,2052,121992,6057,1,1,1,3200,4,600,2,4257
2036,0,0,2053,37911,0,1,1,1,2250,11,0,0,4385
2037,2,0,2054,233656,0,4,1,1,41941,14,500,1,4266
2038,3,1,2055,41133,0,1,1,1,635,3,0,0,4419
2039,1,1,2056,60864,0,3,1,1,23364,19,50,1,4436
2040,0,0,2057,90526,0,1,1,1,2000,9,0,0,4488
2041,0,0,2058,15148,0,1,1,1,15148,3,0,0,269
2042,0,0,2059,5393,0,1,1,1,0,0,0,0,4517
2043,3,1,2060,434,0,1,1,1,15530,5,0,0,3628
2044,2,0,2061,81055,0,3,1,1,14344,14,0,0,4610
2045,0,0,2062,31360,0,1,1,1,821,7,0,0,4488
2046,1,1,2063,156885,0,4,1,1,38601,19,0,0,4534
2047,3,1,2064,4148,0,1,3,1,13504,18,0,0,4607
2048,2,0,2065,63820,0,3,1,1,13981,15,0,0,4608
2049,3,1,2066,379744,2081,1,1,1,19191,17,1850,11,4608
2050,3,1,2067,76659,0,1,1,1,0,0,0,0,4608
2051,1,1,2068,40724,0,4,1,1,29481,14,0,0,4007
2052,1,1,2069,146173,0,3,1,1,13871,17,0,0,4414
2053,0,0,2070,26055,0,1,1,1,647,9,0,0,4464
2054,0,0,2071,68,0,1,1,1,590,1,0,0,3937
2055,0,0,2072,50001,0,1,1,1,4853,12,0,0,4023
2056,1,1,2073,122506,0,3,1,1,21022,13,0,0,4408
2057,0,0,2074,126886,0,2,1,1,9120,17,0,0,4044
2058,0,0,2075,42342,0,1,1,1,11408,23,11408,23,4331
2059,3,1,2076,58898,0,1,1,1,23050,15,50,1,4328
2060,0,0,2077,45735,0,1,1,1,10085,3,0,0,4239
2061,2,0,2078,77225,0,4,1,1,30646,15,0,0,4282
2062,3,1,2079,59874,0,1,1,1,0,0,0,0,3986
2063,3,1,2080,30868,0,1,1,1,405,3,0,0,4226
2064,0,0,2081,34257,0,1,1,1,2010,4,0,0,4309
2065,0,0,2082,42639,0,2,1,1,7366,12,0,0,4181
2066,3,1,2083,771,0,1,1,1,40256,4,0,0,4203
2067,0,0,2084,89708,0,1,1,1,8000,4,0,0,3173
2068,3,1,2085,75892,0,2,1,1,8738,15,0,0,4160
2069,1,1,2086,140918,0,4,1,1,69760,32,0,0,3883
2070,2,0,2087,475338,0,4,1,1,39680,22,700,4,3355
2071,0,0,2088,14426,0,1,1,1,0,0,0,0,4096
2072,1,1,2089,29559,0,4,1,1,28969,16,0,0,4236
2073,2,0,2090,113113,0,3,1,1,10736,13,0,0,4307
2074,1,1,2091,73027,0,4,1,1,34002,19,0,0,4063
2075,0,0,2092,17386,0,1,1,1,0,0,0,0,3771
2076,0,0,2093,9310,0,1,1,1,500,1,500,1,4272
2077,0,0,2094,11023,0,1,1,1,0,0,0,0,4328
2078,1,1,2095,55406,0,4,1,1,38118,18,500,1,4310
2079,0,0,2096,47638,0,1,1,1,0,0,0,0,3739
2080,3,1,2097,30040,0,2,1,1,8636,8,500,1,3873
2081,0,0,2098,24787,0,1,1,1,1000,1,0,0,3930
2082,0,0,2099,40758,0,1,1,1,3500,4,1000,2,4299
2083,3,1,2100,726,0,1,1,1,0,0,0,0,4268
2084,0,0,2101,40686,0,1,1,1,260,2,0,0,4177
2085,0,0,2102,16626,0,1,1,1,2500,13,0,0,4329
2086,0,0,2103,18944,0,1,1,1,300,3,300,3,3932
2087,1,1,2104,114949,0,5,1,1,87136,24,600,2,4294
2088,0,0,2105,32522,0,1,1,1,5971,4,471,2,4042
2089,0,0,2106,86533,0,1,1,1,3700,4,700,2,3600
2090,0,0,2107,166470,0,2,1,1,9574,16,0,0,4194
2091,3,1,2108,10797,0,1,1,1,0,0,0,0,3581
2092,2,0,2109,131618,0,4,1,1,46473,16,0,0,4274
2093,3,1,2110,77523,1112,1,1,1,11050,5,1000,2,4274
2094,1,1,2111,47905,0,3,1,1,14575,16,2000,4,4245
2095,0,0,2112,28695,0,1,1,1,0,0,0,0,4173
2096,0,0,2113,15253,0,2,1,1,5427,8,0,0,4373
2097,1,1,2114,193818,0,3,1,1,16327,13,0,0,3768
2098,0,0,2115,30556,0,1,1,1,950,5,550,3,4361
2099,0,0,2116,22678,0,1,1,1,2125,7,0,0,4068
2100,2,0,2117,89430,0,3,1,1,24314,18,0,0,1547
2101,1,1,2118,26522,0,3,1,1,18479,13,0,0,4358
2102,0,0,2119,59913,0,1,1,1,2210,5,150,1,3481
2103,0,0,2120,16516,0,1,1,1,500,1,0,0,4275
2104,2,0,2121,49050,0,3,1,1,18436,16,0,0,2426
2105,1,1,2122,27981,0,5,1,1,63004,17,0,0,2921
2106,3,1,2123,4939,0,1,1,1,1000,1,0,0,2515
2107,3,1,2124,26077,0,1,1,1,6768,4,0,0,3487
2108,0,0,2125,110893,0,1,1,1,4653,6,0,0,3645
2109,0,0,2126,56455,0,1,1,1,6000,3,0,0,4218
2110,0,0,2127,32699,0,1,1,1,1500,2,500,1,3167
2111,0,0,2128,109790,0,1,1,1,16108,4,0,0,3123
2112,1,1,2129,166681,0,5,1,1,107645,25,0,0,3287
2113,3,1,2130,145233,0,1,1,1,9366,5,4866,3,2626
2114,3,1,2131,1054,0,1,1,1,15147,3,0,0,3133
2115,0,0,2132,27532,0,1,1,1,4639,13,0,0,3939
2116,0,0,2133,62464,0,1,1,1,5675,16,500,1,3820
2117,0,0,2134,4041,0,1,1,1,0,0,0,0,3344
2118,3,1,2135,28138,0,1,1,1,6330,29,0,0,3847
2119,0,0,2136,33010,0,1,1,1,0,0,0,0,3915
2120,0,0,2137,45687,0,1,1,1,45,2,0,0,2269
2121,3,1,2138,12981,0,1,1,1,0,0,0,0,4246
2122,3,1,2139,168246,1514,1,1,1,4600,4,100,2,4103
2123,2,0,2140,75505,0,4,1,1,30850,17,500,1,4007
2124,0,0,2141,55591,0,2,1,1,8817,13,0,0,3693
2125,1,1,2142,37358,0,4,1,1,50488,19,0,0,3967
2126,0,0,2143,33803,0,1,1,1,6100,34,0,0,4079
2127,0,0,2144,2500,0,1,1,1,2500,1,0,0,3717
2128,0,0,2145,140527,0,1,1,1,3500,14,0,0,4023
2129,0,0,2146,5360,0,1,1,1,0,0,0,0,4392
2130,3,1,2147,124430,0,2,1,1,15523,17,1200,8,4054
2131,2,0,2148,240007,0,4,1,1,46771,14,0,0,4048
2132,2,0,2149,245021,0,3,1,1,13639,15,180,1,3984
2133,1,1,2150,53518,0,5,1,1,73933,30,400,1,3930
2134,3,1,2151,122545,0,1,1,1,269,4,250,1,3834
2135,0,0,2152,192889,0,1,1,1,10500,5,0,0,4096
2136,2,0,2153,227776,0,4,1,1,47286,19,2276,5,3980
2137,1,1,2154,37833,0,4,1,1,48172,15,500,1,3551
2138,0,0,2155,48256,0,1,1,1,9690,2,0,0,3979
2139,0,0,2156,99704,2704,2,1,1,15750,12,0,0,4106
2140,0,0,2157,394999,0,1,1,1,4150,5,150,3,3599
2141,0,0,2158,82497,0,1,1,1,0,0,0,0,3565
2142,0,0,2159,15326,7663,1,1,1,0,0,0,0,4140
2143,0,0,2160,32619,0,1,1,1,1070,7,0,0,3846
2144,0,0,2161,57017,0,1,1,1,2495,11,0,0,3854
2145,2,0,2162,252741,0,4,1,1,29296,19,635,3,4189
2146,2,0,2163,49375,0,3,1,1,23628,14,0,0,3797
2147,3,1,2164,25341,0,1,1,1,38,4,0,0,3995
2148,2,0,2165,45150,0,3,1,1,18907,13,0,0,4141
2149,0,0,2166,187462,0,1,1,1,10500,5,500,4,3953
2150,0,0,2167,19132,0,2,1,1,9124,17,0,0,3915
2151,1,1,2168,196967,0,3,1,1,38490,37,9550,20,4008
2152,0,0,2169,13040,0,1,1,1,500,1,0,0,3972
2153,0,0,2170,184301,0,1,1,1,6454,13,3954,12,4010
2154,0,0,2171,36294,0,1,1,1,0,0,0,0,3956
2155,0,0,2172,89840,0,2,1,1,7048,14,0,0,3819
2156,3,1,2173,6914,0,1,1,1,1500,1,0,0,3915
2157,1,1,2174,28493,0,3,1,1,21845,22,300,1,3932
2158,0,0,2175,111793,0,1,1,1,500,1,0,0,4057
2159,0,0,2176,18700,0,1,1,1,870,2,0,0,3995
2160,0,0,2177,53957,0,1,1,1,7000,4,500,1,4133
2161,3,1,2178,135770,0,1,1,1,4700,5,200,3,4215
2162,1,1,2179,189784,0,4,1,1,35464,18,2197,4,4190
2163,2,0,2180,60076,0,4,1,1,45582,9,0,0,3935
2164,0,0,2181,3522,0,1,1,1,3522,4,0,0,3916
2165,0,0,2182,36736,0,1,1,1,0,0,0,0,4134
2166,3,1,2183,100634,0,1,3,1,69669,28,1540,12,4193
2167,3,1,2184,88918,0,2,1,1,5537,14,0,0,4180
2168,0,0,2185,245045,0,1,1,1,25039,16,500,1,4173
2169,1,1,2186,37948,0,3,1,1,19213,43,0,0,3914
2170,0,0,2187,81552,0,2,1,1,7703,8,0,0,3855
2171,3,1,2188,118067,0,2,1,1,8715,12,0,0,3718
2172,2,0,2189,268314,0,4,1,1,29968,14,500,1,3869
2173,1,1,2190,135488,0,5,1,1,57787,16,0,0,4117
2174,0,0,2191,68243,0,2,1,1,10012,22,903,3,3888
2175,3,1,2192,56693,3953,2,1,1,20454,11,0,0,3893
2176,3,1,2193,194875,0,1,1,1,7550,6,1050,3,3831
2177,2,0,2194,206155,0,4,1,1,28447,17,0,0,3848
2178,0,0,2195,35425,0,1,1,1,4125,19,0,0,3834
2179,0,0,2196,161579,0,1,1,1,7688,21,5688,20,3811
2180,3,1,2197,11314,1000,1,1,1,741,4,0,0,3845
2181,2,0,2198,119531,0,5,1,1,60503,43,250,1,4002
2182,3,1,2199,48433,0,1,1,1,4300,5,800,3,3673
2183,0,0,2200,10872,0,1,1,1,4500,27,0,0,3882
2184,0,0,2201,109268,0,2,1,1,7401,17,750,1,4034
2185,2,0,2202,105160,0,3,1,1,20458,21,0,0,3732
2186,1,1,2203,90919,0,4,1,1,44430,17,0,0,3739
2187,3,1,2204,50230,0,1,1,1,4149,9,800,4,3727
2188,2,0,2205,74538,0,3,1,1,18835,21,0,0,2726
2189,3,1,2206,4606,0,1,1,1,4320,6,0,0,3501
2190,0,0,2207,61617,0,2,1,1,23495,13,0,0,3972
2191,0,0,2208,15275,0,1,1,1,75,2,0,0,2761
2192,0,0,2209,112891,0,1,1,1,500,1,500,1,3909
2193,3,1,2210,41176,0,1,1,1,7624,7,2624,4,3729
2194,3,1,2211,81251,0,1,1,1,19500,6,0,0,3958
2195,0,0,2212,18142,0,1,1,1,220,4,0,0,3638
2196,1,1,2213,16200,0,4,1,1,40455,17,0,0,3840
2197,0,0,2214,8913,0,1,1,1,2050,10,50,1,3630
2198,3,1,2215,14372,0,2,1,1,9042,13,0,0,3557
2199,1,1,2216,77965,0,4,1,1,41126,33,2683,7,3120
2200,0,0,2217,12271,500,2,1,1,7684,15,1000,2,4219
2201,1,1,2218,49874,0,4,1,1,39976,13,0,0,4293
2202,3,1,2219,35445,0,1,1,1,3379,9,0,0,4198
2203,0,0,2220,91755,0,1,1,1,5026,8,751,3,2676
2204,1,1,2221,33753,0,3,1,1,14961,14,500,1,3335
2205,2,0,2222,53750,0,3,1,1,23135,14,0,0,3736
2206,3,1,2223,110132,0,1,1,1,19000,5,0,0,3271
2207,0,0,2224,12221,0,1,1,1,511,4,0,0,3692
2208,0,0,2225,65519,0,1,1,1,0,0,0,0,4150
2209,3,1,2227,47291,0,1,1,1,1350,4,350,3,2336
2210,2,0,2228,124564,0,3,1,1,11026,13,0,0,3840
2211,3,1,2229,24111,0,2,1,1,9374,16,0,0,3802
2212,3,1,2230,35801,0,1,1,1,3337,13,0,0,3743
2213,3,1,2231,150972,0,1,1,1,2700,3,700,2,3645
2214,3,1,2232,292023,0,1,1,1,14125,12,3250,7,3683
2215,0,0,2233,47090,0,1,1,1,0,0,0,0,3726
2216,3,1,2234,1300,0,1,1,1,454,11,0,0,3691
2217,3,1,2235,109103,2370,1,1,1,19600,27,7600,24,3739
2218,3,1,2236,101057,0,1,1,1,13650,11,2150,9,3600
2219,0,0,2237,20900,0,1,1,1,1000,1,0,0,3685
2220,0,0,2238,46607,0,1,1,1,0,0,0,0,3727
2221,0,0,2239,33017,0,1,1,1,1069,7,250,1,3814
2222,1,1,2240,30729,0,3,1,1,16456,15,0,0,3795
2223,0,0,2241,35546,0,1,1,1,3376,10,0,0,3739
2224,0,0,2242,7845,0,1,1,1,265,3,0,0,3508
2225,3,1,2243,25788,0,1,1,1,4650,13,4650,13,3687
2226,3,1,2244,13543,0,1,1,1,1443,7,423,2,3811
2227,0,0,2245,16618,0,1,1,1,897,5,0,0,3620
2228,0,0,2246,11548,0,1,1,1,1634,7,0,0,3837
2229,0,0,2247,22181,0,1,1,1,6245,15,0,0,3656
2230,2,0,2248,222312,0,4,1,1,29039,17,0,0,3721
2231,0,0,2249,25080,0,1,1,1,2060,12,0,0,3795
2232,3,1,2250,17964,0,1,1,1,5030,23,0,0,3783
2233,2,0,2251,155385,0,3,1,1,15267,12,0,0,3624
2234,0,0,2252,3977,0,1,1,1,0,0,0,0,3593
2235,0,0,2253,14620,0,1,1,1,0,0,0,0,2833
2236,0,0,2254,46882,0,1,1,1,0,0,0,0,3701
2237,0,0,2255,3350,0,1,1,1,65,3,0,0,3540
2238,0,0,2256,3049,0,1,1,1,0,0,0,0,3613
2239,0,0,2257,32377,0,1,1,1,250,2,250,2,3515
2240,3,1,2258,9396,0,1,1,1,860,5,350,2,3588
2241,3,1,2259,102669,0,2,1,1,6760,14,306,2,3265
2242,3,1,2260,26745,0,1,1,1,17547,9,0,0,3664
2243,1,1,2261,120576,0,4,1,1,36635,14,0,0,3823
2244,0,0,2262,7658,0,1,1,1,300,1,0,0,3231
2245,3,1,2263,11136,0,1,1,1,100,1,0,0,3571
2246,2,0,2264,168778,0,5,1,1,57060,20,500,1,3326
2247,2,0,2265,124979,0,3,1,1,14267,14,0,0,3720
2248,0,0,2266,35659,0,1,1,1,1102,9,0,0,3533
2249,2,0,2267,55996,867,3,1,1,12165,14,0,0,3582
2250,1,1,2268,65904,0,4,1,1,47224,35,5350,18,3655
2251,2,0,2269,125679,0,3,1,4,68151,27,650,1,3683
2252,2,0,2270,235312,0,5,1,1,56685,16,0,0,3476
2253,0,0,2271,64414,0,1,1,1,1952,12,0,0,2395
2254,3,1,2272,34204,0,1,1,1,16862,9,1700,5,3596
2255,0,0,2273,22384,0,1,1,1,0,0,0,0,3676
2256,0,0,2274,13381,0,1,1,1,1150,2,150,1,3312
2257,3,1,2275,10959,0,1,1,1,500,1,0,0,3469
2258,0,0,2276,28607,0,1,1,1,5943,5,0,0,2895
2259,0,0,2277,30686,0,1,1,1,6161,2,0,0,3596
2260,0,0,2278,8260,0,1,1,1,700,2,0,0,3673
2261,2,0,2279,61584,0,4,1,1,27937,14,0,0,3783
2262,0,0,2280,141594,0,2,1,1,30565,16,0,0,3776
2263,3,1,2281,114549,0,1,1,1,5000,4,1000,2,3760
2264,1,1,2282,64153,0,3,1,1,23563,19,0,0,3575
2265,0,0,2283,10000,0,1,1,1,790,3,0,0,3564
2266,3,1,2284,21839,0,1,1,1,853,3,119,1,3638
2267,3,1,2285,182704,5513,1,1,1,5850,12,3100,10,3820
2268,2,0,2286,92551,0,3,1,1,13755,13,500,1,3895
2269,1,1,2287,49353,0,4,1,1,34656,14,0,0,3540
2270,3,1,2288,21843,0,1,1,1,1411,9,0,0,3177
2271,0,0,2289,34072,0,1,1,1,500,1,0,0,3879
2272,1,1,2290,72962,0,4,1,1,28055,16,0,0,3869
2273,2,0,2291,99502,0,3,1,1,19678,28,600,2,4182
2274,1,1,2292,13250,0,3,1,1,17778,14,0,0,3861
2275,2,0,2293,98232,0,5,1,1,56687,14,500,1,3867
2276,1,1,2294,98895,0,4,1,1,89709,17,500,1,3854
2277,3,1,2295,119340,1000,1,1,1,400,5,400,5,3855
2278,0,0,2296,30171,0,1,3,1,15370,13,0,0,3853
2279,0,0,2297,105957,0,1,1,1,4881,12,0,0,3859
2280,0,0,2298,22548,0,1,1,1,3225,9,0,0,3852
2281,1,1,2299,89761,0,3,1,1,11965,13,0,0,3845
2282,0,0,2300,65263,0,1,1,1,22500,4,0,0,3844
2283,2,0,2301,128456,0,5,1,3,70125,28,0,0,3764
2284,0,0,2302,35203,0,1,1,1,1800,16,1800,16,3832
2285,0,0,2303,62023,0,1,1,1,750,4,550,1,3819
2286,0,0,2304,44197,0,1,1,1,2500,1,0,0,3831
2287,2,0,2305,104245,0,4,1,1,45589,14,0,0,3810
2288,2,0,2306,252520,0,4,1,1,43392,17,500,1,3818
2289,0,0,2307,85496,0,1,1,1,2799,7,2711,6,3820
2290,3,1,2308,49874,0,1,1,1,7200,9,1700,4,3817
2291,2,0,2309,109649,0,3,1,1,22136,13,0,0,3812
2292,1,1,2310,34379,0,3,1,1,13051,20,150,1,3805
2293,3,1,2311,56688,0,1,1,1,3550,10,1050,9,3812
2294,1,1,2312,48970,0,4,1,1,30872,14,0,0,3817
2295,1,1,2313,70789,0,5,1,1,76661,29,150,1,3810
2296,0,0,2314,24277,0,2,1,1,5330,5,0,0,3796
2297,1,1,2315,20308,0,3,1,1,19526,13,0,0,3797
2298,2,0,2316,111041,0,3,1,1,10252,12,0,0,3875
2299,0,0,2317,27904,0,2,1,1,6622,17,0,0,3793
2300,0,0,2318,128620,0,2,1,1,7747,12,0,0,3789
2301,1,1,2319,65340,2454,3,1,1,33795,11,500,1,3775
2302,0,0,2320,27135,0,1,1,1,4908,11,0,0,3783
2303,0,0,2321,32898,0,1,1,1,1000,1,0,0,3777
2304,2,0,2322,196922,0,4,1,1,40170,18,0,0,3755
2305,2,0,2323,196175,0,4,1,1,33886,13,0,0,3775
2306,0,0,2324,11457,0,1,1,1,705,3,0,0,3767
2307,2,0,2325,175344,0,4,1,1,40152,19,0,0,3770
2308,1,1,2326,5154,0,5,1,1,54657,28,0,0,3769
2309,3,1,2327,13232,0,1,1,1,8668,16,0,0,3753
2310,3,1,2328,88232,0,1,1,1,11550,5,550,3,3729
2311,1,1,2329,75526,0,4,1,1,46421,14,0,0,3712
2312,0,0,2330,53935,0,1,1,1,0,0,0,0,3743
2313,0,0,2331,18402,0,1,1,1,0,0,0,0,3746
2314,0,0,2332,24784,0,1,1,1,100,1,0,0,3729
2315,2,0,2333,62903,0,3,1,1,16434,13,0,0,3732
2316,1,1,2334,80272,0,4,1,1,34744,14,550,2,3728
2317,0,0,2335,10458,0,1,2,1,10458,12,0,0,3726
2318,1,1,2336,188184,0,4,1,1,32170,13,0,0,3707
2319,2,0,2337,83524,0,4,1,1,43152,18,0,0,3694
2320,0,0,2338,10794,0,1,1,1,0,0,0,0,3712
2321,0,0,2339,49807,0,2,1,1,6393,20,0,0,3718
2322,1,1,2340,18266,0,3,1,1,12254,15,0,0,3713
2323,2,0,2341,87851,0,4,1,1,28969,17,0,0,4026
2324,0,0,2342,32991,0,1,1,1,1230,6,0,0,3693
2325,0,0,2343,28677,0,1,1,1,215,3,0,0,3699
2326,2,0,2344,103809,0,3,1,1,16776,14,0,0,3699
2327,3,1,2345,417,0,1,1,1,3000,1,0,0,3670
2328,1,1,2346,8859,0,3,1,1,11998,13,0,0,3690
2329,0,0,2347,26896,0,1,1,1,5364,15,0,0,3685
2330,0,0,2348,16986,0,1,1,1,0,0,0,0,3676
2331,1,1,2349,25530,0,3,1,1,25131,17,0,0,3677
2332,2,0,2350,77067,0,4,1,1,40129,15,0,0,3671
2333,0,0,2351,6350,0,1,1,1,0,0,0,0,3657
2334,1,1,2352,76118,0,5,1,1,79154,41,1992,2,3621
2335,0,0,2353,40420,0,2,1,1,8649,14,0,0,3651
2336,1,1,2354,30178,0,3,1,1,14422,15,0,0,3656
2337,0,0,2355,15088,0,1,1,1,0,0,0,0,3650
2338,1,1,2356,138020,0,3,1,1,16449,17,500,1,3637
2339,1,1,2357,27310,0,3,1,1,15537,16,500,1,3623
2340,2,0,2358,109131,0,3,1,1,17481,17,150,1,3622
2341,1,1,2359,35356,0,3,1,1,18520,15,300,1,3637
2342,0,0,2360,33466,0,1,1,1,355,3,0,0,3592
2343,2,0,2361,350608,0,4,1,1,50988,26,2643,5,3630
2344,3,1,2362,42107,888,1,1,1,3600,4,1000,2,3607
2345,1,1,2363,74796,0,3,1,1,19710,15,400,1,3616
2346,1,1,2364,26129,0,3,1,1,20265,17,0,0,3629
2347,0,0,2365,30893,0,1,1,1,0,0,0,0,3623
2348,0,0,2366,9445,0,1,1,1,1000,2,1000,2,3613
2349,0,0,2367,52965,0,1,1,1,500,1,0,0,3606
2350,1,1,2368,19516,0,3,1,1,17696,16,0,0,3593
2351,2,0,2369,106378,0,4,1,1,56007,14,0,0,3607
2352,1,1,2370,22201,0,4,1,1,51278,16,350,1,3602
2353,2,0,2371,73378,0,3,1,1,13607,14,0,0,3599
2354,0,0,2372,50193,0,1,1,1,12263,3,0,0,3596
2355,2,0,2373,165144,0,3,1,1,24156,14,0,0,3581
2356,0,0,2374,53556,0,1,1,1,0,0,0,0,3575
2357,1,1,2375,18387,0,4,1,1,40560,19,800,2,3588
2358,1,1,2376,28577,0,4,1,1,48564,14,0,0,3586
2359,2,0,2377,55417,0,4,1,1,37127,31,0,0,3575
2360,2,0,2378,142244,0,3,1,1,12325,13,0,0,3578
2361,0,0,2379,23139,0,2,1,1,8156,14,0,0,3578
2362,1,1,2380,146232,0,5,1,1,83783,19,375,1,3566
2363,0,0,2381,35323,0,1,1,1,1875,8,0,0,3553
2364,1,1,2382,108081,0,5,1,5,217006,24,0,0,3567
2365,0,0,2383,1021,0,1,1,1,100,1,0,0,3553
2366,1,1,2384,120345,0,4,1,1,38323,17,650,2,3544
2367,3,1,2385,11593,0,2,1,1,9055,16,0,0,3558
2368,0,0,2386,68180,0,1,1,1,2044,9,0,0,3550
2369,0,0,2387,26605,0,1,1,1,3704,11,0,0,3543
2370,0,0,2388,17920,0,1,1,1,3250,18,0,0,3546
2371,0,0,2389,85156,0,1,1,1,133,5,0,0,3550
2372,0,0,2390,9005,0,1,1,1,520,1,0,0,3531
2373,3,1,2391,55404,0,2,1,1,10613,15,500,1,3531
2374,0,0,2392,42584,0,1,1,1,841,6,0,0,3526
2375,3,1,2393,92843,0,1,1,1,27650,29,9150,26,3530
2376,1,1,2394,51082,0,4,1,1,40878,13,0,0,3524
2377,0,0,2395,18727,0,1,1,1,0,0,0,0,3524
2378,2,0,2396,212029,0,4,1,1,43162,19,0,0,3518
2379,3,1,2397,48806,0,1,1,1,12600,10,2500,8,3502
2380,0,0,2398,15610,0,1,1,1,0,0,0,0,3508
2381,3,1,2399,46876,0,1,1,1,9680,7,0,0,3498
2382,0,0,2400,14075,0,1,1,1,4286,15,0,0,3513
2383,3,1,2401,59895,0,1,1,1,10500,4,0,0,3497
2384,0,0,2402,25936,0,1,1,1,0,0,0,0,3495
2385,0,0,2403,134318,0,1,1,1,333,3,258,1,3488
2386,0,0,2404,32807,0,1,1,1,17259,4,0,0,3482
2387,3,1,2405,38591,0,2,1,1,11039,18,0,0,3488
2388,2,0,2406,48958,0,3,1,1,24430,5,0,0,3483
2389,0,0,2407,10710,0,1,1,1,1000,1,0,0,3460
2390,3,1,2408,60349,0,2,1,1,10350,18,0,0,3468
2391,0,0,2409,9453,0,1,1,1,2585,5,0,0,3463
2392,2,0,2410,60867,0,4,1,1,41345,18,0,0,3454
2393,0,0,2411,27590,0,1,1,1,100,1,0,0,3455
2394,2,0,2412,100069,0,3,1,1,18745,13,0,0,3454
2395,0,0,2413,27820,0,1,1,1,3005,11,0,0,3454
2396,0,0,2414,20503,0,1,1,1,520,3,0,0,3445
2397,0,0,2415,137371,0,1,1,1,4977,6,1977,4,3447
2398,3,1,2416,12950,0,2,1,1,12798,18,195,1,3432
2399,3,1,2417,25207,957,2,1,1,6883,13,0,0,3440
2400,0,0,2418,17088,0,1,1,1,0,0,0,0,3510
2401,1,1,2420,24100,0,3,1,1,26674,23,2300,7,3421
2402,1,1,2421,101632,0,4,1,1,48658,14,0,0,3432
2403,1,1,2422,233449,0,3,1,1,21274,18,0,0,3419
2404,0,0,2423,45257,0,1,1,1,3625,7,0,0,3417
2405,0,0,2424,626,0,1,1,1,626,1,0,0,3393
2406,0,0,2425,18272,0,1,1,1,2920,5,0,0,3405
2407,0,0,2426,10756,0,1,1,1,1375,4,0,0,3104
2408,0,0,2427,161281,0,1,1,1,6321,8,175,1,3399
2409,2,0,2428,75680,0,3,1,1,23159,14,0,0,3397
2410,2,0,2429,59839,0,3,1,1,26962,18,0,0,3404
