Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
OH60605,Oregon,3652.532435,No,Extended,High School or Below,2/23/11,Employed,F,39679,Suburban,Married,92,2,85,0,1,Personal Auto,Personal L3,Offer2,Branch,641.388616,Two-Door Car,Medsize
UO98052,Nevada,6158.601171,No,Extended,College,07-01-2011,Unemployed,M,0,Urban,Single,89,13,45,0,5,Personal Auto,Personal L2,Offer1,Web,342.481173,Four-Door Car,Medsize
NC53424,California,4376.083958,No,Basic,Bachelor,1/14/11,Unemployed,M,0,Suburban,Married,69,21,70,4,3,Personal Auto,Personal L2,Offer4,Web,331.2,Two-Door Car,Medsize
LQ13873,Nevada,5569.456156,No,Basic,High School or Below,2/15/11,Employed,M,53565,Suburban,Married,71,27,34,1,6,Personal Auto,Personal L3,Offer1,Agent,340.8,Four-Door Car,Small
LA97014,Washington,2576.513006,No,Basic,Bachelor,2/24/11,Employed,M,37574,Suburban,Married,66,19,14,1,1,Personal Auto,Personal L1,Offer1,Agent,412.101933,Two-Door Car,Medsize
NB79936,Washington,8346.983233,No,Premium,Bachelor,02-02-2011,Employed,M,48259,Rural,Single,108,14,79,0,3,Personal Auto,Personal L2,Offer1,Branch,73.700573,Two-Door Car,Medsize
NT89061,Arizona,6323.923864,No,Extended,High School or Below,07-01-2011,Employed,F,78532,Suburban,Married,78,25,87,0,3,Personal Auto,Personal L3,Offer2,Call Center,374.4,Four-Door Car,Medsize
AF10970,Arizona,5973.14343,No,Basic,Bachelor,2/28/11,Employed,F,96163,Suburban,Married,73,23,90,0,3,Corporate Auto,Corporate L3,Offer1,Call Center,350.4,Four-Door Car,Medsize
ZG48513,California,4706.676993,No,Basic,Bachelor,2/17/11,Unemployed,M,0,Suburban,Single,72,0,86,0,7,Personal Auto,Personal L2,Offer1,Agent,345.6,Four-Door Car,Medsize
JQ59145,California,8093.410258,No,Basic,High School or Below,12-02-2011,Unemployed,M,0,Suburban,Married,114,9,72,1,5,Personal Auto,Personal L1,Offer1,Agent,722.024742,Sports Car,Medsize
FE84989,Washington,5035.744643,No,Basic,College,09-01-2011,Employed,M,72672,Urban,Married,63,7,39,0,5,Personal Auto,Personal L2,Offer2,Call Center,259.361117,Four-Door Car,Large
JT52858,Oregon,9027.867218,No,Premium,Bachelor,10-01-2011,Employed,F,99002,Suburban,Married,112,33,75,1,8,Personal Auto,Personal L1,Offer3,Branch,537.6,Four-Door Car,Medsize
MC62068,California,7288.884849,No,Extended,High School or Below,08-01-2011,Employed,M,79494,Urban,Married,91,19,30,0,3,Personal Auto,Personal L2,Offer4,Agent,396.295614,Four-Door Car,Large
EU27538,Oregon,18042.47942,No,Extended,Master,1/25/11,Employed,M,35704,Rural,Married,225,21,35,0,8,Personal Auto,Personal L3,Offer1,Branch,358.281562,Luxury Car,Medsize
RH42306,Arizona,4992.063043,No,Basic,Bachelor,1/27/11,Unemployed,F,0,Suburban,Single,71,6,5,0,3,Corporate Auto,Corporate L2,Offer3,Web,653.388564,Four-Door Car,Small
US23612,Oregon,9102.267849,No,Premium,High School or Below,12-01-2011,Disabled,F,26049,Rural,Married,118,17,6,0,6,Personal Auto,Personal L2,Offer1,Call Center,121.032372,Two-Door Car,Large
WV76014,Arizona,2540.407726,No,Basic,Doctor,1/16/11,Employed,M,70125,Rural,Single,64,21,77,0,1,Special Auto,Special L2,Offer2,Branch,92.813396,Four-Door Car,Medsize
RK96223,California,12941.89193,No,Basic,College,1/22/11,Employed,M,52369,Suburban,Married,110,34,49,1,2,Personal Auto,Personal L3,Offer1,Agent,528,SUV,Medsize
MF82000,Washington,2365.348601,No,Basic,Bachelor,1/13/11,Unemployed,F,0,Rural,Married,66,25,51,2,1,Special Auto,Special L2,Offer2,Branch,159.636956,Four-Door Car,Medsize
FM46980,Arizona,5720.765064,No,Basic,College,11-02-2011,Employed,M,41770,Suburban,Married,72,0,60,0,9,Personal Auto,Personal L1,Offer2,Branch,476.156957,Four-Door Car,Small
SY56792,Oregon,7035.534088,No,Premium,High School or Below,04-01-2011,Unemployed,M,0,Suburban,Divorced,101,16,88,0,8,Corporate Auto,Corporate L3,Offer3,Web,727.2,Four-Door Car,Medsize
RF61565,California,2636.97773,No,Basic,College,1/29/11,Employed,M,31911,Suburban,Married,67,33,27,0,1,Personal Auto,Personal L3,Offer2,Agent,321.6,Four-Door Car,Medsize
IM94808,Nevada,5395.831967,No,Basic,Bachelor,2/28/11,Employed,M,70051,Rural,Married,68,15,69,0,8,Corporate Auto,Corporate L3,Offer4,Web,42.078345,Four-Door Car,Medsize
VI14730,Oregon,8382.630118,Yes,Basic,High School or Below,04-02-2011,Retired,M,19683,Suburban,Married,117,17,41,1,9,Personal Auto,Personal L2,Offer1,Web,561.6,Sports Car,Medsize
YR34119,Washington,31161.74523,No,Basic,College,02-02-2011,Employed,F,30916,Rural,Married,112,7,65,0,2,Personal Auto,Personal L1,Offer1,Agent,200.11606,SUV,Small
RR77985,Oregon,2887.742258,No,Extended,Bachelor,03-01-2011,Unemployed,F,0,Suburban,Single,80,24,95,0,1,Personal Auto,Personal L1,Offer1,Call Center,676.944023,Four-Door Car,Medsize
VC22097,Washington,8714.922135,Yes,Basic,College,2/21/11,Unemployed,F,0,Suburban,Divorced,118,14,64,0,4,Corporate Auto,Corporate L3,Offer1,Agent,566.4,SUV,Medsize
WV17090,California,25585.72783,No,Basic,Bachelor,01-02-2011,Unemployed,M,0,Suburban,Married,116,0,45,0,2,Corporate Auto,Corporate L1,Offer2,Call Center,830.623064,SUV,Medsize
TM23514,Oregon,10272.6082,No,Extended,College,01-01-2011,Employed,M,60145,Urban,Single,132,8,28,0,3,Personal Auto,Personal L3,Offer3,Web,580.473259,SUV,Medsize
MQ68407,Oregon,4376.363592,Yes,Premium,Bachelor,2/28/11,Employed,F,63774,Rural,Divorced,111,18,63,0,1,Personal Auto,Personal L3,Offer2,Agent,60.036683,Four-Door Car,Medsize
GJ59592,California,5318.89664,Yes,Basic,Bachelor,12-01-2011,Employed,F,25134,Suburban,Married,67,3,0,0,6,Corporate Auto,Corporate L2,Offer2,Call Center,321.6,Four-Door Car,Small
FY56083,Oregon,4719.762191,No,Basic,Bachelor,2/13/11,Employed,M,37057,Rural,Married,61,5,48,1,6,Personal Auto,Personal L2,Offer1,Agent,47.53101,Four-Door Car,Small
UA94723,Oregon,4428.031583,Yes,Basic,High School or Below,1/29/11,Employed,F,58577,Urban,Married,110,6,62,0,1,Personal Auto,Personal L3,Offer1,Agent,303.872752,SUV,Medsize
FW91032,California,5879.176092,No,Basic,High School or Below,2/13/11,Employed,M,85857,Rural,Married,73,3,19,0,6,Corporate Auto,Corporate L2,Offer4,Agent,100.620067,Four-Door Car,Medsize
DE34457,Oregon,9416.908485,No,Basic,Doctor,1/22/11,Employed,F,70602,Urban,Married,116,8,47,0,3,Personal Auto,Personal L3,Offer3,Call Center,481.339891,SUV,Small
HD32044,Oregon,8288.155579,No,Premium,Master,1/25/11,Employed,F,33816,Suburban,Divorced,106,10,97,2,3,Corporate Auto,Corporate L3,Offer1,Branch,508.8,Four-Door Car,Medsize
HH30454,Oregon,32654.8383,No,Premium,Bachelor,2/23/11,Unemployed,M,0,Suburban,Single,153,7,75,0,2,Personal Auto,Personal L3,Offer3,Branch,1101.6,SUV,Medsize
AH84063,Oregon,4719.450052,No,Extended,College,2/18/11,Employed,F,89642,Rural,Married,121,11,20,4,1,Corporate Auto,Corporate L3,Offer3,Call Center,86.320022,SUV,Medsize
QA17596,California,3903.474784,No,Extended,Bachelor,03-01-2011,Employed,F,60068,Suburban,Married,98,17,75,0,1,Personal Auto,Personal L3,Offer2,Agent,470.4,Two-Door Car,Small
XI41052,California,5457.259678,No,Extended,Bachelor,09-01-2011,Employed,F,50044,Suburban,Single,139,16,14,0,1,Personal Auto,Personal L2,Offer3,Call Center,667.2,SUV,Medsize
DI30528,California,2725.356404,Yes,Basic,Master,03-01-2011,Employed,F,36650,Rural,Married,69,2,70,1,1,Personal Auto,Personal L3,Offer2,Web,56.60333,Four-Door Car,Large
SC66359,Arizona,4433.97368,No,Basic,College,2/21/11,Employed,F,50653,Rural,Married,110,29,42,0,1,Corporate Auto,Corporate L3,Offer4,Agent,262.865172,SUV,Small
EN61670,Arizona,5332.462694,Yes,Basic,Doctor,2/22/11,Employed,F,68931,Urban,Married,66,32,30,0,7,Personal Auto,Personal L1,Offer2,Branch,309.577946,Four-Door Car,Medsize
DQ10761,Oregon,2315.094985,No,Basic,Bachelor,09-01-2011,Unemployed,M,0,Suburban,Single,73,14,39,1,1,Corporate Auto,Corporate L3,Offer1,Branch,350.4,Four-Door Car,Medsize
BQ51587,California,5411.953687,No,Basic,College,07-02-2011,Unemployed,F,0,Suburban,Single,73,1,22,0,5,Personal Auto,Personal L2,Offer2,Call Center,365.364581,Four-Door Car,Medsize
JE21522,California,9587.33234,No,Extended,Bachelor,2/26/11,Employed,M,39266,Suburban,Married,80,33,31,0,2,Personal Auto,Personal L2,Offer4,Branch,384,Four-Door Car,Medsize
WS47147,California,22103.5072,Yes,Basic,College,1/30/11,Unemployed,M,0,Suburban,Married,102,35,48,0,2,Personal Auto,Personal L3,Offer1,Branch,489.6,SUV,Medsize
ZA64638,Nevada,9764.945308,No,Extended,High School or Below,2/28/11,Unemployed,F,0,Suburban,Single,98,24,11,1,2,Personal Auto,Personal L2,Offer2,Web,705.6,Four-Door Car,Small
EW38459,Nevada,2567.151468,No,Basic,Bachelor,2/20/11,Employed,F,40864,Rural,Married,65,2,75,0,1,Corporate Auto,Corporate L1,Offer2,Web,9.51528,Four-Door Car,Medsize
QW87316,Oregon,2650.622781,No,Basic,College,1/20/11,Employed,F,39035,Urban,Divorced,68,15,65,0,1,Personal Auto,Personal L2,Offer2,Agent,244.564334,Four-Door Car,Medsize
IC43478,California,11264.36334,No,Extended,Bachelor,1/22/11,Employed,M,34923,Suburban,Single,98,23,82,0,2,Personal Auto,Personal L1,Offer1,Call Center,639.105556,Two-Door Car,Medsize
TE34064,California,2168.523464,No,Basic,High School or Below,06-01-2011,Unemployed,M,0,Suburban,Single,63,1,56,0,1,Personal Auto,Personal L3,Offer2,Agent,453.6,Four-Door Car,Medsize
WU60905,California,8610.667489,No,Basic,High School or Below,06-02-2011,Unemployed,F,0,Suburban,Married,111,27,36,0,9,Corporate Auto,Corporate L1,Offer3,Web,532.8,SUV,Medsize
YM18992,California,2834.646235,No,Basic,College,02-02-2011,Employed,F,24506,Suburban,Divorced,71,7,47,0,1,Personal Auto,Personal L1,Offer1,Agent,511.2,Two-Door Car,Medsize
PD55753,Oregon,8930.139728,No,Extended,High School or Below,2/23/11,Unemployed,M,0,Suburban,Married,82,25,63,0,2,Personal Auto,Personal L1,Offer4,Call Center,554.522969,Four-Door Car,Medsize
KU56006,Arizona,5536.386959,No,Basic,College,07-01-2011,Employed,F,52220,Suburban,Married,70,17,42,1,5,Personal Auto,Personal L2,Offer1,Call Center,336,Four-Door Car,Small
MJ69973,Arizona,2840.85429,No,Basic,High School or Below,2/27/11,Unemployed,M,0,Suburban,Married,74,17,73,0,1,Personal Auto,Personal L3,Offer1,Call Center,402.449823,Two-Door Car,Medsize
TW43626,California,8082.880956,No,Basic,College,1/21/11,Employed,M,53554,Suburban,Married,67,6,5,0,2,Personal Auto,Personal L2,Offer1,Agent,327.020539,Four-Door Car,Large
XX84133,California,5254.734278,No,Basic,Bachelor,04-02-2011,Employed,M,34476,Rural,Married,67,23,49,1,3,Corporate Auto,Corporate L2,Offer4,Call Center,5.3953,Four-Door Car,Medsize
ZW84453,Arizona,5116.237577,No,Basic,Bachelor,08-01-2011,Unemployed,F,0,Rural,Married,70,1,11,0,5,Personal Auto,Personal L2,Offer1,Web,131.401291,Four-Door Car,Medsize
HO29524,California,3034.646997,No,Extended,College,04-02-2011,Employed,M,68205,Rural,Married,76,35,14,0,1,Personal Auto,Personal L1,Offer4,Branch,99.382943,Two-Door Car,Medsize
VE89726,California,8024.89992,No,Basic,High School or Below,1/15/11,Unemployed,F,0,Suburban,Single,119,6,48,1,8,Personal Auto,Personal L1,Offer3,Branch,856.8,SUV,Medsize
GE87503,California,18211.14319,No,Premium,High School or Below,07-02-2011,Employed,M,53690,Suburban,Married,154,20,97,0,2,Personal Auto,Personal L3,Offer4,Call Center,739.2,SUV,Small
PX90263,Oregon,5121.563312,No,Basic,High School or Below,2/19/11,Unemployed,M,0,Suburban,Single,72,2,22,0,5,Personal Auto,Personal L3,Offer1,Branch,518.4,Four-Door Car,Medsize
NI17718,California,2150.178588,No,Basic,High School or Below,09-02-2011,Unemployed,F,0,Suburban,Single,61,28,31,0,1,Personal Auto,Personal L3,Offer2,Web,292.8,Four-Door Car,Medsize
FY32213,California,5595.389905,Yes,Basic,High School or Below,05-02-2011,Employed,F,74454,Suburban,Single,71,25,29,0,3,Personal Auto,Personal L3,Offer2,Call Center,340.8,Four-Door Car,Medsize
RZ13254,Nevada,7562.824036,No,Basic,Bachelor,1/15/11,Unemployed,F,0,Suburban,Single,73,23,91,0,2,Personal Auto,Personal L1,Offer2,Branch,350.4,Four-Door Car,Large
GN45013,Oregon,5385.853211,No,Basic,High School or Below,06-02-2011,Medical Leave,M,29664,Suburban,Married,71,1,69,0,3,Personal Auto,Personal L1,Offer1,Agent,340.8,Four-Door Car,Medsize
UB16654,Washington,4718.558501,No,Basic,Master,2/27/11,Disabled,M,15680,Urban,Divorced,64,20,29,0,8,Personal Auto,Personal L3,Offer4,Web,260.879903,Four-Door Car,Medsize
KU84464,Nevada,9422.567923,No,Extended,Bachelor,1/17/11,Employed,F,47272,Rural,Married,79,17,17,3,2,Personal Auto,Personal L3,Offer1,Call Center,64.546877,Four-Door Car,Medsize
YH43527,Oregon,3605.860265,No,Extended,College,07-01-2011,Employed,F,21585,Suburban,Married,92,35,61,0,1,Corporate Auto,Corporate L2,Offer4,Agent,441.6,Four-Door Car,Medsize
RO30676,California,7762.590564,No,Premium,College,03-01-2011,Disabled,F,23827,Rural,Married,106,18,77,2,3,Personal Auto,Personal L3,Offer1,Agent,37.910623,Four-Door Car,Medsize
QL59704,Arizona,23444.90045,No,Basic,College,1/26/11,Employed,F,69906,Urban,Married,74,34,32,2,2,Corporate Auto,Corporate L3,Offer2,Branch,202.860399,Four-Door Car,Medsize
QH19450,California,2558.178159,No,Basic,High School or Below,07-01-2011,Unemployed,F,0,Suburban,Single,72,7,77,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,345.6,Four-Door Car,Small
HR85211,Washington,5123.170887,No,Basic,Master,1/14/11,Employed,F,89879,Rural,Married,63,17,20,0,3,Personal Auto,Personal L3,Offer2,Web,94.030308,Two-Door Car,Medsize
UV54502,Washington,2537.744494,No,Basic,High School or Below,2/20/11,Unemployed,F,0,Suburban,Married,69,9,89,0,1,Personal Auto,Personal L3,Offer4,Branch,331.2,Four-Door Car,Large
WB38524,California,2969.593296,No,Basic,High School or Below,01-01-2011,Employed,M,46131,Suburban,Married,74,27,28,0,1,Personal Auto,Personal L3,Offer2,Branch,355.2,Two-Door Car,Small
CE56187,Oregon,4363.124641,No,Basic,Master,10-01-2011,Employed,F,54514,Urban,Divorced,109,5,36,3,1,Personal Auto,Personal L2,Offer2,Branch,286.234931,SUV,Medsize
JL19416,California,5884.308607,No,Premium,High School or Below,1/27/11,Unemployed,F,0,Suburban,Single,161,29,1,0,1,Personal Auto,Personal L3,Offer1,Agent,1159.2,SUV,Medsize
JZ61422,Nevada,5272.191556,No,Basic,College,07-02-2011,Employed,F,96668,Suburban,Single,66,2,95,0,3,Personal Auto,Personal L2,Offer1,Agent,316.8,Four-Door Car,Medsize
LA13377,California,5509.895664,No,Basic,Doctor,1/25/11,Employed,M,78879,Suburban,Married,69,9,67,1,4,Personal Auto,Personal L3,Offer4,Call Center,466.570791,Four-Door Car,Small
NC99948,Nevada,16313.68349,No,Basic,College,11-02-2011,Unemployed,M,0,Suburban,Single,69,21,86,0,2,Personal Auto,Personal L1,Offer3,Call Center,331.2,Four-Door Car,Medsize
QD34785,Arizona,5678.050167,Yes,Extended,Bachelor,1/19/11,Unemployed,F,0,Suburban,Married,76,8,44,0,3,Personal Auto,Personal L1,Offer2,Agent,364.8,Four-Door Car,Small
RO26085,California,12101.20884,No,Basic,Bachelor,04-02-2011,Unemployed,F,0,Suburban,Single,112,28,30,0,2,Personal Auto,Personal L2,Offer2,Agent,1252.406235,Sports Car,Large
ES57969,Oregon,2453.570794,Yes,Basic,Bachelor,09-02-2011,Medical Leave,M,29735,Suburban,Single,69,3,92,0,1,Personal Auto,Personal L2,Offer1,Agent,331.2,Four-Door Car,Medsize
JK55587,California,5075.66267,No,Basic,High School or Below,2/20/11,Medical Leave,M,23082,Suburban,Married,65,18,90,0,7,Special Auto,Special L3,Offer1,Branch,312,Four-Door Car,Large
RN97635,Arizona,3214.979402,No,Extended,Bachelor,04-02-2011,Employed,M,53984,Suburban,Divorced,80,15,62,0,1,Corporate Auto,Corporate L2,Offer1,Call Center,421.484456,Four-Door Car,Small
BI76326,California,12275.34309,No,Premium,College,08-01-2011,Employed,F,52135,Urban,Single,156,6,86,0,9,Personal Auto,Personal L3,Offer2,Call Center,430.505942,SUV,Small
JA34909,California,2722.210707,Yes,Basic,College,02-02-2011,Medical Leave,F,17576,Suburban,Married,71,29,70,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,398.502948,Four-Door Car,Medsize
OJ90342,Oregon,2457.440923,No,Basic,Bachelor,07-02-2011,Employed,F,29486,Rural,Married,62,19,73,0,1,Personal Auto,Personal L3,Offer2,Web,7.646763,Four-Door Car,Medsize
CM88932,Oregon,3554.845264,Yes,Extended,Master,10-01-2011,Employed,F,58557,Rural,Married,88,4,83,0,1,Corporate Auto,Corporate L2,Offer1,Branch,55.510526,Four-Door Car,Large
JJ97525,California,4929.549699,Yes,Basic,Bachelor,1/26/11,Employed,M,25632,Suburban,Married,63,27,52,0,7,Personal Auto,Personal L1,Offer2,Call Center,351.270869,Two-Door Car,Medsize
XV21647,California,8036.45034,No,Basic,High School or Below,01-02-2011,Unemployed,F,0,Suburban,Single,112,7,42,0,9,Personal Auto,Personal L1,Offer1,Branch,806.4,Sports Car,Medsize
MC83487,Arizona,4276.915328,No,Basic,Bachelor,1/28/11,Disabled,M,18768,Suburban,Single,68,19,53,3,3,Corporate Auto,Corporate L3,Offer1,Agent,647.454583,Four-Door Car,Medsize
BL90769,California,33473.34946,Yes,Basic,Bachelor,11-01-2011,Employed,F,33190,Suburban,Divorced,106,18,95,0,2,Personal Auto,Personal L3,Offer1,Web,508.8,SUV,Medsize
CR57148,Oregon,5960.581363,No,Basic,Master,03-02-2011,Employed,F,47945,Rural,Married,74,32,39,0,3,Personal Auto,Personal L3,Offer2,Branch,128.43823,Two-Door Car,Medsize
CP85232,Arizona,44795.46942,No,Extended,College,04-02-2011,Employed,M,58778,Rural,Married,126,6,62,0,2,Special Auto,Special L3,Offer1,Agent,302.033971,SUV,Small
YL74732,California,3832.118106,No,Basic,High School or Below,2/14/11,Disabled,F,15192,Suburban,Married,100,1,7,0,1,Personal Auto,Personal L2,Offer4,Web,480,SUV,Medsize
FG16766,California,6837.932624,No,Premium,Bachelor,1/24/11,Employed,F,51859,Suburban,Married,171,0,21,0,1,Personal Auto,Personal L2,Offer4,Branch,1003.160633,SUV,Medsize
NV55438,Nevada,5285.26816,No,Basic,High School or Below,2/23/11,Retired,F,23422,Suburban,Single,72,25,76,0,3,Personal Auto,Personal L3,Offer2,Agent,518.4,Two-Door Car,Medsize
RM10880,California,3096.511217,Yes,Extended,College,12-02-2011,Employed,F,21604,Suburban,Divorced,79,14,28,0,1,Corporate Auto,Corporate L3,Offer1,Branch,379.2,Four-Door Car,Medsize
GL56175,Arizona,3589.710715,No,Extended,College,05-01-2011,Employed,M,79298,Urban,Married,90,22,2,0,1,Personal Auto,Personal L1,Offer2,Call Center,244.362072,Four-Door Car,Medsize
UK52289,Arizona,2582.408525,Yes,Basic,Bachelor,2/14/11,Employed,F,76731,Urban,Married,64,2,68,0,1,Special Auto,Special L3,Offer2,Agent,201.455005,Four-Door Car,Medsize
LL45497,Washington,2487.729726,No,Basic,College,02-02-2011,Employed,F,67282,Suburban,Married,62,29,27,0,1,Personal Auto,Personal L2,Offer2,Web,297.6,Two-Door Car,Medsize
BC62782,Arizona,13575.67599,No,Basic,College,1/23/11,Employed,F,48534,Suburban,Married,115,29,79,1,2,Personal Auto,Personal L3,Offer4,Call Center,552,SUV,Small
YM57893,Washington,4685.504251,No,Premium,Doctor,05-01-2011,Employed,M,77678,Suburban,Married,116,32,81,0,1,Personal Auto,Personal L2,Offer1,Call Center,741.418485,Two-Door Car,Small
JP30654,Oregon,28685.82785,No,Basic,College,2/24/11,Employed,F,48412,Suburban,Single,104,15,23,0,2,Personal Auto,Personal L3,Offer3,Agent,707.430832,SUV,Medsize
RA66180,Washington,2764.032126,No,Basic,High School or Below,10-01-2011,Employed,F,33837,Urban,Married,72,29,54,4,1,Corporate Auto,Corporate L2,Offer1,Branch,305.575785,Two-Door Car,Medsize
EN60878,Oregon,6183.111464,No,Extended,Bachelor,2/13/11,Disabled,M,23712,Urban,Single,85,2,20,0,3,Personal Auto,Personal L2,Offer1,Branch,376.126419,Four-Door Car,Medsize
JF36291,California,3873.647046,Yes,Basic,College,1/20/11,Retired,M,28142,Suburban,Married,105,18,50,0,1,Personal Auto,Personal L3,Offer2,Agent,701.708239,Sports Car,Medsize
BK59444,California,18929.3306,No,Basic,Master,05-02-2011,Employed,F,72196,Rural,Single,68,8,61,0,2,Personal Auto,Personal L2,Offer2,Branch,152.184244,Four-Door Car,Medsize
MK70700,California,5553.295758,No,Basic,Master,07-01-2011,Employed,M,68197,Urban,Married,69,1,81,0,3,Personal Auto,Personal L1,Offer2,Branch,176.819414,Four-Door Car,Medsize
IW71076,California,5011.259184,No,Basic,Bachelor,2/27/11,Employed,M,75248,Rural,Married,63,13,71,0,5,Corporate Auto,Corporate L3,Offer2,Agent,104.454624,Four-Door Car,Large
AP98768,California,10442.44633,No,Extended,College,08-01-2011,Unemployed,F,0,Suburban,Single,98,9,50,0,2,Personal Auto,Personal L1,Offer1,Agent,941.718054,Four-Door Car,Small
OM24164,Nevada,2199.61781,No,Basic,Bachelor,06-01-2011,Unemployed,M,0,Suburban,Single,65,5,19,1,1,Personal Auto,Personal L2,Offer1,Agent,468,Two-Door Car,Medsize
QP84605,Washington,8709.845263,No,Premium,Bachelor,03-02-2011,Employed,F,41546,Rural,Divorced,111,4,47,0,3,Corporate Auto,Corporate L1,Offer1,Call Center,121.306839,Four-Door Car,Medsize
VC87846,Oregon,7484.310483,No,Extended,High School or Below,1/20/11,Employed,M,46998,Suburban,Divorced,96,13,98,0,6,Corporate Auto,Corporate L3,Offer3,Agent,460.8,Four-Door Car,Medsize
ZM92052,Oregon,2613.023132,No,Basic,Bachelor,2/23/11,Employed,M,57099,Rural,Single,67,20,37,0,1,Personal Auto,Personal L2,Offer3,Agent,67.859881,Two-Door Car,Small
ON73702,Arizona,9080.639651,No,Basic,Bachelor,1/26/11,Employed,F,33897,Urban,Married,114,15,67,0,8,Corporate Auto,Corporate L3,Offer1,Agent,539.843003,SUV,Small
QQ90441,Nevada,13770.97618,Yes,Premium,High School or Below,01-02-2011,Employed,F,59207,Suburban,Single,116,23,21,0,2,Personal Auto,Personal L1,Offer1,Agent,556.8,Four-Door Car,Medsize
HU35721,Oregon,2876.822941,No,Basic,High School or Below,2/14/11,Employed,M,40171,Suburban,Divorced,73,8,78,0,1,Personal Auto,Personal L3,Offer4,Agent,350.4,Four-Door Car,Medsize
XH85336,Washington,5548.031892,Yes,Basic,Bachelor,1/13/11,Employed,M,67798,Suburban,Divorced,69,1,78,0,9,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize
ZH17561,Washington,5097.526248,No,Extended,Bachelor,1/24/11,Medical Leave,F,21665,Suburban,Divorced,136,0,25,0,1,Corporate Auto,Corporate L2,Offer1,Branch,765.709629,SUV,Medsize
AG85615,Oregon,24143.87556,No,Extended,College,1/17/11,Unemployed,M,0,Suburban,Single,87,9,75,0,2,Special Auto,Special L1,Offer1,Web,626.4,Four-Door Car,Medsize
OY74069,Arizona,3538.059456,No,Basic,College,1/15/11,Unemployed,F,0,Suburban,Single,67,12,67,5,7,Personal Auto,Personal L2,Offer4,Call Center,321.6,Four-Door Car,Medsize
DJ91267,Nevada,29091.23936,No,Extended,Bachelor,2/18/11,Employed,F,34226,Rural,Married,244,29,22,0,2,Personal Auto,Personal L3,Offer1,Agent,494.395024,Luxury SUV,Small
KB72438,California,19834.20115,No,Extended,High School or Below,06-01-2011,Employed,F,65989,Rural,Married,123,4,43,1,2,Personal Auto,Personal L3,Offer3,Call Center,115.545086,SUV,Medsize
TR67616,Oregon,4731.366975,No,Basic,High School or Below,1/14/11,Employed,M,30686,Rural,Single,61,22,45,0,3,Corporate Auto,Corporate L3,Offer2,Web,19.938981,Four-Door Car,Medsize
GF65731,California,35537.846,No,Basic,Master,06-02-2011,Unemployed,F,0,Suburban,Married,113,15,6,0,2,Personal Auto,Personal L3,Offer1,Call Center,799.926741,Sports Car,Large
HB67642,Arizona,34611.37896,Yes,Basic,High School or Below,1/14/11,Employed,F,20090,Suburban,Married,109,10,59,0,2,Personal Auto,Personal L1,Offer2,Agent,523.2,Sports Car,Medsize
DP84567,California,20216.30883,No,Basic,High School or Below,1/24/11,Unemployed,M,0,Suburban,Married,183,6,16,0,2,Personal Auto,Personal L1,Offer3,Agent,878.4,Luxury SUV,Large
VV77534,Oregon,13976.51925,No,Premium,College,1/26/11,Employed,M,77094,Urban,Married,176,25,29,0,5,Personal Auto,Personal L3,Offer3,Call Center,444.470676,SUV,Medsize
GL67540,California,5904.088162,No,Basic,College,1/15/11,Employed,F,97413,Urban,Married,73,21,80,0,6,Personal Auto,Personal L3,Offer1,Agent,268.819985,Four-Door Car,Medsize
SV50502,Oregon,5595.835041,No,Basic,Master,1/22/11,Employed,F,79189,Suburban,Married,69,6,97,0,4,Corporate Auto,Corporate L2,Offer4,Branch,331.2,Four-Door Car,Medsize
UK59698,California,2294.303629,No,Basic,High School or Below,09-02-2011,Unemployed,F,0,Suburban,Divorced,62,5,31,0,1,Personal Auto,Personal L3,Offer3,Branch,297.6,Two-Door Car,Medsize
OA57352,Arizona,6273.911874,Yes,Extended,College,2/16/11,Retired,F,18577,Suburban,Divorced,86,21,76,0,6,Personal Auto,Personal L2,Offer1,Branch,412.8,Four-Door Car,Medsize
ZF84449,Oregon,3726.727996,No,Basic,College,2/26/11,Unemployed,F,0,Suburban,Single,112,7,34,1,1,Special Auto,Special L1,Offer1,Agent,806.4,Sports Car,Medsize
VH31965,Washington,5285.118669,No,Basic,Bachelor,1/24/11,Employed,M,40783,Suburban,Married,67,13,43,1,9,Personal Auto,Personal L1,Offer1,Call Center,321.6,Four-Door Car,Medsize
HG39060,Oregon,5110.680779,No,Basic,Bachelor,1/28/11,Unemployed,M,0,Suburban,Single,74,34,51,0,4,Corporate Auto,Corporate L2,Offer1,Call Center,532.8,Four-Door Car,Medsize
EM29359,Nevada,7126.596501,No,Basic,College,03-02-2011,Medical Leave,M,17483,Suburban,Married,183,24,63,0,1,Personal Auto,Personal L1,Offer2,Web,1317.6,Luxury Car,Large
SF57173,Oregon,4601.634099,No,Basic,Master,1/27/11,Employed,M,84394,Suburban,Married,114,9,38,0,1,Personal Auto,Personal L3,Offer4,Agent,691.412378,SUV,Medsize
